iso_code,date,value,indicator
GUY,2000-01-01,12.1,Wasting (%)
GUY,2006-01-01,8.3,Wasting (%)
GUY,2009-01-01,5.5,Wasting (%)
GUY,2014-01-01,6.4,Wasting (%)
HIC,2020-01-01,0.36659175157547,Wasting (%)
HND,1987-01-01,2.3,Wasting (%)
HND,1991-01-01,2.4,Wasting (%)
HND,1994-01-01,2.7,Wasting (%)
HND,1996-01-01,1.6,Wasting (%)
HND,2001-01-01,1.3,Wasting (%)
HND,2006-01-01,1.4,Wasting (%)
HND,2012-01-01,1.4,Wasting (%)
HTI,1990-01-01,5.9,Wasting (%)
HTI,1994-01-01,9.3,Wasting (%)
HTI,2000-01-01,5.5,Wasting (%)
HTI,2006-01-01,10.2,Wasting (%)
HTI,2012-01-01,5.1,Wasting (%)
HTI,2017-01-01,3.7,Wasting (%)
IDN,1996-01-01,14.9,Wasting (%)
IDN,2000-01-01,5.5,Wasting (%)
IDN,2001-01-01,5.4,Wasting (%)
IDN,2004-01-01,14.4,Wasting (%)
IDN,2007-01-01,14.8,Wasting (%)
IDN,2010-01-01,12.3,Wasting (%)
IDN,2013-01-01,13.5,Wasting (%)
IDN,2018-01-01,10.2,Wasting (%)
IND,1989-01-01,20.3,Wasting (%)
IND,1991-01-01,20.0,Wasting (%)
IND,1992-01-01,19.9,Wasting (%)
IND,1997-01-01,18.4,Wasting (%)
IND,1999-01-01,17.1,Wasting (%)
IND,2006-01-01,20.0,Wasting (%)
IND,2014-01-01,15.1,Wasting (%)
IND,2015-01-01,20.8,Wasting (%)
IND,2017-01-01,17.3,Wasting (%)
IRN,1995-01-01,8.1,Wasting (%)
IRN,1998-01-01,6.1,Wasting (%)
IRN,2004-01-01,4.8,Wasting (%)
IRN,2010-01-01,4.0,Wasting (%)
IRQ,1991-01-01,4.4,Wasting (%)
IRQ,2000-01-01,6.6,Wasting (%)
IRQ,2003-01-01,5.6,Wasting (%)
IRQ,2004-01-01,6.9,Wasting (%)
IRQ,2006-01-01,5.8,Wasting (%)
IRQ,2011-01-01,6.5,Wasting (%)
IRQ,2018-01-01,3.0,Wasting (%)
JAM,1996-01-01,2.5,Wasting (%)
JAM,1997-01-01,2.2,Wasting (%)
JAM,1998-01-01,2.6,Wasting (%)
JAM,1999-01-01,2.4,Wasting (%)
JAM,2000-01-01,3.0,Wasting (%)
JAM,2001-01-01,3.2,Wasting (%)
JAM,2002-01-01,2.4,Wasting (%)
JAM,2004-01-01,4.5,Wasting (%)
JAM,2006-01-01,3.7,Wasting (%)
JAM,2007-01-01,2.7,Wasting (%)
JAM,2008-01-01,2.5,Wasting (%)
JAM,2010-01-01,4.8,Wasting (%)
JAM,2012-01-01,3.0,Wasting (%)
JAM,2014-01-01,3.6,Wasting (%)
JAM,2016-01-01,3.3,Wasting (%)
JOR,1990-01-01,4.0,Wasting (%)
JOR,1997-01-01,2.4,Wasting (%)
JOR,2002-01-01,2.5,Wasting (%)
JOR,2009-01-01,1.6,Wasting (%)
JOR,2012-01-01,2.4,Wasting (%)
JPN,2010-01-01,2.3,Wasting (%)
KAZ,1995-01-01,6.4,Wasting (%)
KAZ,1999-01-01,2.5,Wasting (%)
KAZ,2006-01-01,4.9,Wasting (%)
KAZ,2010-01-01,4.1,Wasting (%)
KAZ,2015-01-01,3.1,Wasting (%)
KEN,1987-01-01,5.5,Wasting (%)
KEN,1993-01-01,7.1,Wasting (%)
KEN,1994-01-01,6.8,Wasting (%)
KEN,1998-01-01,7.2,Wasting (%)
KEN,2000-01-01,7.4,Wasting (%)
KEN,2003-01-01,6.2,Wasting (%)
KEN,2005-01-01,6.9,Wasting (%)
KEN,2008-01-01,6.9,Wasting (%)
KEN,2011-01-01,6.3,Wasting (%)
KEN,2014-01-01,4.2,Wasting (%)
KGZ,1997-01-01,2.9,Wasting (%)
KGZ,2006-01-01,3.4,Wasting (%)
KGZ,2009-01-01,1.3,Wasting (%)
KGZ,2012-01-01,2.8,Wasting (%)
KGZ,2014-01-01,2.8,Wasting (%)
KGZ,2018-01-01,2.0,Wasting (%)
KHM,1996-01-01,13.4,Wasting (%)
KHM,2000-01-01,17.1,Wasting (%)
KHM,2005-01-01,8.5,Wasting (%)
KHM,2008-01-01,9.1,Wasting (%)
KHM,2010-01-01,11.0,Wasting (%)
KHM,2014-01-01,9.7,Wasting (%)
KIR,1985-01-01,12.6,Wasting (%)
KIR,2018-01-01,3.5,Wasting (%)
KOR,2003-01-01,0.9,Wasting (%)
KOR,2009-01-01,1.2,Wasting (%)
KWT,2003-01-01,2.6,Wasting (%)
KWT,2004-01-01,3.4,Wasting (%)
KWT,2005-01-01,3.3,Wasting (%)
KWT,2006-01-01,2.8,Wasting (%)
KWT,2007-01-01,3.6,Wasting (%)
KWT,2008-01-01,2.2,Wasting (%)
KWT,2009-01-01,1.8,Wasting (%)
KWT,2010-01-01,2.4,Wasting (%)
KWT,2011-01-01,1.7,Wasting (%)
KWT,2012-01-01,2.4,Wasting (%)
KWT,2013-01-01,2.7,Wasting (%)
KWT,2014-01-01,2.4,Wasting (%)
KWT,2015-01-01,3.1,Wasting (%)
KWT,2016-01-01,2.4,Wasting (%)
KWT,2017-01-01,2.5,Wasting (%)
LAO,1993-01-01,11.8,Wasting (%)
LAO,1994-01-01,12.3,Wasting (%)
LAO,2000-01-01,17.5,Wasting (%)
LAO,2006-01-01,7.4,Wasting (%)
LAO,2011-01-01,5.9,Wasting (%)
LAO,2015-01-01,9.7,Wasting (%)
LAO,2017-01-01,9.0,Wasting (%)
LBN,1996-01-01,3.6,Wasting (%)
LBN,2004-01-01,6.6,Wasting (%)
LBR,2000-01-01,7.4,Wasting (%)
LBR,2007-01-01,7.9,Wasting (%)
LBR,2010-01-01,4.0,Wasting (%)
LBR,2013-01-01,5.6,Wasting (%)
LBR,2016-01-01,4.3,Wasting (%)
LBR,2019-01-01,3.4,Wasting (%)
LBY,1995-01-01,3.6,Wasting (%)
LBY,2007-01-01,6.5,Wasting (%)
LBY,2014-01-01,10.2,Wasting (%)
LCA,2012-01-01,3.7,Wasting (%)
LCN,2020-01-01,1.30661129951477,Wasting (%)
LIC,2020-01-01,6.92044973373413,Wasting (%)
LKA,1987-01-01,14.9,Wasting (%)
LKA,1993-01-01,15.0,Wasting (%)
LKA,1995-01-01,15.3,Wasting (%)
LKA,2000-01-01,15.9,Wasting (%)
LKA,2007-01-01,15.2,Wasting (%)
LKA,2009-01-01,11.8,Wasting (%)
LKA,2012-01-01,21.3,Wasting (%)
LKA,2016-01-01,15.1,Wasting (%)
LMC,2020-01-01,9.8737678527832,Wasting (%)
LMY,2020-01-01,6.82425975799561,Wasting (%)
LSO,1992-01-01,3.2,Wasting (%)
LSO,1993-01-01,22.4,Wasting (%)
LSO,2004-01-01,5.6,Wasting (%)
LSO,2009-01-01,3.8,Wasting (%)
LSO,2014-01-01,2.8,Wasting (%)
LSO,2018-01-01,2.1,Wasting (%)
MAR,1987-01-01,3.9,Wasting (%)
MAR,1992-01-01,2.6,Wasting (%)
MAR,1997-01-01,4.7,Wasting (%)
MAR,2003-01-01,10.8,Wasting (%)
MAR,2011-01-01,2.3,Wasting (%)
MAR,2017-01-01,2.6,Wasting (%)
MDA,2005-01-01,5.8,Wasting (%)
MDA,2012-01-01,1.9,Wasting (%)
MDG,1992-01-01,6.4,Wasting (%)
MDG,1993-01-01,16.4,Wasting (%)
MDG,1995-01-01,9.0,Wasting (%)
MDG,1997-01-01,8.9,Wasting (%)
MDG,2004-01-01,15.1,Wasting (%)
MDG,2012-01-01,7.5,Wasting (%)
MDG,2018-01-01,6.4,Wasting (%)
MDV,1994-01-01,16.1,Wasting (%)
MDV,1995-01-01,18.9,Wasting (%)
MDV,1997-01-01,19.9,Wasting (%)
MDV,2001-01-01,13.4,Wasting (%)
MDV,2009-01-01,10.6,Wasting (%)
MDV,2017-01-01,9.1,Wasting (%)
MEA,2020-01-01,6.31471157073975,Wasting (%)
MEX,1988-01-01,6.1,Wasting (%)
MEX,1989-01-01,6.1,Wasting (%)
MEX,1996-01-01,8.5,Wasting (%)
MEX,1998-01-01,2.0,Wasting (%)
MEX,2006-01-01,2.0,Wasting (%)
MEX,2012-01-01,1.6,Wasting (%)
MEX,2015-01-01,1.0,Wasting (%)
MEX,2016-01-01,2.0,Wasting (%)
MEX,2019-01-01,1.4,Wasting (%)
MHL,2017-01-01,3.5,Wasting (%)
MIC,2020-01-01,6.80415153503418,Wasting (%)
MKD,1999-01-01,1.7,Wasting (%)
MKD,2005-01-01,3.4,Wasting (%)
MKD,2011-01-01,1.8,Wasting (%)
MKD,2019-01-01,3.4,Wasting (%)
MLI,1987-01-01,11.3,Wasting (%)
MLI,1996-01-01,22.0,Wasting (%)
MLI,2001-01-01,12.6,Wasting (%)
MLI,2006-01-01,15.4,Wasting (%)
MLI,2010-01-01,8.9,Wasting (%)
MLI,2011-01-01,10.4,Wasting (%)
MLI,2014-01-01,13.1,Wasting (%)
MLI,2015-01-01,13.5,Wasting (%)
MLI,2016-01-01,10.6,Wasting (%)
MLI,2017-01-01,10.5,Wasting (%)
MLI,2018-01-01,9.0,Wasting (%)
MLI,2019-01-01,9.3,Wasting (%)
MMR,1991-01-01,12.7,Wasting (%)
MMR,1994-01-01,9.2,Wasting (%)
MMR,1997-01-01,9.6,Wasting (%)
MMR,2000-01-01,10.7,Wasting (%)
MMR,2003-01-01,11.7,Wasting (%)
MMR,2009-01-01,7.9,Wasting (%)
MMR,2016-01-01,6.6,Wasting (%)
MMR,2018-01-01,6.7,Wasting (%)
MNE,2005-01-01,4.2,Wasting (%)
MNE,2013-01-01,2.8,Wasting (%)
MNE,2018-01-01,2.2,Wasting (%)
MNG,1992-01-01,2.4,Wasting (%)
MNG,1999-01-01,4.3,Wasting (%)
MNG,2000-01-01,7.1,Wasting (%)
MNG,2004-01-01,0.6,Wasting (%)
MNG,2005-01-01,2.7,Wasting (%)
MNG,2010-01-01,1.6,Wasting (%)
MNG,2013-01-01,1.0,Wasting (%)
MNG,2016-01-01,1.2,Wasting (%)
MNG,2018-01-01,0.9,Wasting (%)
MOZ,1995-01-01,9.6,Wasting (%)
MOZ,1997-01-01,9.8,Wasting (%)
MOZ,2001-01-01,8.1,Wasting (%)
MOZ,2003-01-01,5.4,Wasting (%)
MOZ,2008-01-01,4.2,Wasting (%)
MOZ,2011-01-01,6.1,Wasting (%)
MOZ,2015-01-01,4.4,Wasting (%)
MRT,1988-01-01,19.1,Wasting (%)
MRT,1996-01-01,8.7,Wasting (%)
MRT,2000-01-01,15.3,Wasting (%)
MRT,2007-01-01,13.6,Wasting (%)
MRT,2008-01-01,8.1,Wasting (%)
MRT,2011-01-01,13.9,Wasting (%)
MRT,2012-01-01,11.7,Wasting (%)
MRT,2015-01-01,14.8,Wasting (%)
MRT,2018-01-01,11.5,Wasting (%)
MUS,1985-01-01,18.3,Wasting (%)
MUS,1995-01-01,15.7,Wasting (%)
MWI,1992-01-01,6.6,Wasting (%)
MWI,1995-01-01,8.5,Wasting (%)
MWI,1998-01-01,8.7,Wasting (%)
MWI,2000-01-01,6.8,Wasting (%)
MWI,2002-01-01,6.3,Wasting (%)
MWI,2004-01-01,6.3,Wasting (%)
MWI,2006-01-01,4.2,Wasting (%)
MWI,2009-01-01,1.8,Wasting (%)
MWI,2010-01-01,4.0,Wasting (%)
MWI,2014-01-01,3.8,Wasting (%)
MWI,2015-01-01,2.8,Wasting (%)
MWI,2016-01-01,3.9,Wasting (%)
MWI,2017-01-01,2.4,Wasting (%)
MWI,2018-01-01,1.3,Wasting (%)
MWI,2019-01-01,0.6,Wasting (%)
MYS,1999-01-01,15.3,Wasting (%)
MYS,2006-01-01,13.2,Wasting (%)
MYS,2015-01-01,8.0,Wasting (%)
MYS,2016-01-01,11.5,Wasting (%)
MYS,2019-01-01,9.7,Wasting (%)
NAC,2020-01-01,0.199237987399101,Wasting (%)
NAM,1992-01-01,9.6,Wasting (%)
NAM,2000-01-01,10.0,Wasting (%)
NAM,2007-01-01,7.6,Wasting (%)
NAM,2013-01-01,7.1,Wasting (%)
NER,1998-01-01,19.8,Wasting (%)
NER,2000-01-01,16.2,Wasting (%)
NER,2006-01-01,11.6,Wasting (%)
NER,2007-01-01,12.5,Wasting (%)
NER,2008-01-01,13.8,Wasting (%)
NER,2009-01-01,12.5,Wasting (%)
NER,2010-01-01,15.8,Wasting (%)
NER,2011-01-01,12.6,Wasting (%)
NER,2012-01-01,13.4,Wasting (%)
NER,2013-01-01,12.4,Wasting (%)
NER,2014-01-01,14.2,Wasting (%)
NER,2015-01-01,13.6,Wasting (%)
NER,2016-01-01,10.4,Wasting (%)
NER,2018-01-01,14.1,Wasting (%)
NER,2019-01-01,9.8,Wasting (%)
NGA,1990-01-01,11.7,Wasting (%)
NGA,1993-01-01,20.6,Wasting (%)
NGA,2003-01-01,11.2,Wasting (%)
NGA,2011-01-01,10.2,Wasting (%)
NGA,2014-01-01,7.9,Wasting (%)
NGA,2015-01-01,7.3,Wasting (%)
NGA,2016-01-01,10.8,Wasting (%)
NGA,2018-01-01,6.8,Wasting (%)
NGA,2020-01-01,6.5,Wasting (%)
NIC,1993-01-01,2.5,Wasting (%)
NIC,1998-01-01,3.4,Wasting (%)
NIC,2001-01-01,2.3,Wasting (%)
NIC,2004-01-01,0.3,Wasting (%)
NIC,2007-01-01,1.5,Wasting (%)
NIC,2012-01-01,2.2,Wasting (%)
NLD,1996-01-01,1.2,Wasting (%)
NLD,2009-01-01,1.0,Wasting (%)
NPL,1995-01-01,6.0,Wasting (%)
NPL,1996-01-01,12.6,Wasting (%)
NPL,1998-01-01,7.9,Wasting (%)
NPL,2001-01-01,11.3,Wasting (%)
NPL,2006-01-01,12.7,Wasting (%)
NPL,2011-01-01,11.2,Wasting (%)
NPL,2014-01-01,11.3,Wasting (%)
NPL,2016-01-01,9.6,Wasting (%)
NPL,2019-01-01,12.0,Wasting (%)
NRU,2007-01-01,1.0,Wasting (%)
OMN,1991-01-01,7.8,Wasting (%)
OMN,1994-01-01,7.2,Wasting (%)
OMN,1999-01-01,7.8,Wasting (%)
OMN,2009-01-01,7.1,Wasting (%)
OMN,2014-01-01,7.5,Wasting (%)
OMN,2017-01-01,9.3,Wasting (%)
PAK,1986-01-01,24.0,Wasting (%)
PAK,1991-01-01,12.5,Wasting (%)
PAK,1992-01-01,17.2,Wasting (%)
PAK,2001-01-01,14.1,Wasting (%)
PAK,2011-01-01,14.9,Wasting (%)
PAK,2013-01-01,10.5,Wasting (%)
PAK,2018-01-01,7.1,Wasting (%)
PAN,1997-01-01,1.3,Wasting (%)
PAN,2003-01-01,1.6,Wasting (%)
PAN,2008-01-01,1.2,Wasting (%)
PER,1996-01-01,1.6,Wasting (%)
PER,2000-01-01,1.1,Wasting (%)
PER,2005-01-01,1.0,Wasting (%)
PER,2007-01-01,0.8,Wasting (%)
PER,2009-01-01,0.6,Wasting (%)
