country,counterpart-area,series,time,value,series_code
Middle income,Bahrain,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Middle income,Barbados,"PPG, commercial banks (AMT, current US$)",2022,33518.5,DT.AMT.PCBK.CD
Middle income,Belgium,"PPG, commercial banks (AMT, current US$)",2022,144621083.4,DT.AMT.PCBK.CD
Middle income,Brazil,"PPG, commercial banks (AMT, current US$)",2022,11604766.7,DT.AMT.PCBK.CD
Middle income,Canada,"PPG, commercial banks (AMT, current US$)",2022,188214285.7,DT.AMT.PCBK.CD
Middle income,Cayman Islands,"PPG, commercial banks (AMT, current US$)",2022,14187500.0,DT.AMT.PCBK.CD
Middle income,China,"PPG, commercial banks (AMT, current US$)",2022,2566748163.5,DT.AMT.PCBK.CD
Middle income,Czech Republic,"PPG, commercial banks (AMT, current US$)",2022,25168748.1,DT.AMT.PCBK.CD
Middle income,Denmark,"PPG, commercial banks (AMT, current US$)",2022,32134869.1,DT.AMT.PCBK.CD
Middle income,Finland,"PPG, commercial banks (AMT, current US$)",2022,15809469.9,DT.AMT.PCBK.CD
Middle income,France,"PPG, commercial banks (AMT, current US$)",2022,1741826804.4,DT.AMT.PCBK.CD
Middle income,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,880960068.7,DT.AMT.PCBK.CD
Middle income,Greece,"PPG, commercial banks (AMT, current US$)",2022,33867960.0,DT.AMT.PCBK.CD
Middle income,Grenada,"PPG, commercial banks (AMT, current US$)",2022,81851.9,DT.AMT.PCBK.CD
Middle income,Honduras,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Middle income,Hong Kong,"PPG, commercial banks (AMT, current US$)",2022,1982767544.9,DT.AMT.PCBK.CD
Middle income,Ireland,"PPG, commercial banks (AMT, current US$)",2022,267333900.5,DT.AMT.PCBK.CD
Middle income,Israel,"PPG, commercial banks (AMT, current US$)",2022,160332686.1,DT.AMT.PCBK.CD
Middle income,Italy,"PPG, commercial banks (AMT, current US$)",2022,558626121.5,DT.AMT.PCBK.CD
Middle income,Japan,"PPG, commercial banks (AMT, current US$)",2022,967490788.2,DT.AMT.PCBK.CD
Middle income,"Korea, Republic Of","PPG, commercial banks (AMT, current US$)",2022,13013368.4,DT.AMT.PCBK.CD
Middle income,Luxembourg,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Middle income,Malta,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Middle income,Mauritius,"PPG, commercial banks (AMT, current US$)",2022,21415750.0,DT.AMT.PCBK.CD
Middle income,Morocco,"PPG, commercial banks (AMT, current US$)",2022,4601471.6,DT.AMT.PCBK.CD
Middle income,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,23133570887.9,DT.AMT.PCBK.CD
Middle income,Netherlands,"PPG, commercial banks (AMT, current US$)",2022,246759522.8,DT.AMT.PCBK.CD
Middle income,Norway,"PPG, commercial banks (AMT, current US$)",2022,1876849.5,DT.AMT.PCBK.CD
Middle income,Portugal,"PPG, commercial banks (AMT, current US$)",2022,121377376.6,DT.AMT.PCBK.CD
Middle income,Qatar,"PPG, commercial banks (AMT, current US$)",2022,2666748.7,DT.AMT.PCBK.CD
Middle income,Russian Federation,"PPG, commercial banks (AMT, current US$)",2022,88719599.2,DT.AMT.PCBK.CD
Middle income,Saudi Arabia,"PPG, commercial banks (AMT, current US$)",2022,5000000.0,DT.AMT.PCBK.CD
Middle income,Serbia,"PPG, commercial banks (AMT, current US$)",2022,208180462.2,DT.AMT.PCBK.CD
Middle income,Singapore,"PPG, commercial banks (AMT, current US$)",2022,1454880241.6,DT.AMT.PCBK.CD
Middle income,South Africa,"PPG, commercial banks (AMT, current US$)",2022,73134958.5,DT.AMT.PCBK.CD
Middle income,Spain,"PPG, commercial banks (AMT, current US$)",2022,511952230.9,DT.AMT.PCBK.CD
Middle income,Sri Lanka,"PPG, commercial banks (AMT, current US$)",2022,2844333.3,DT.AMT.PCBK.CD
Middle income,St. Kitts And Nevis,"PPG, commercial banks (AMT, current US$)",2022,3703.7,DT.AMT.PCBK.CD
Middle income,St. Lucia,"PPG, commercial banks (AMT, current US$)",2022,52006.2,DT.AMT.PCBK.CD
Middle income,St. Vincent & The Grenadines,"PPG, commercial banks (AMT, current US$)",2022,357870.3,DT.AMT.PCBK.CD
Middle income,Sweden,"PPG, commercial banks (AMT, current US$)",2022,11067740.8,DT.AMT.PCBK.CD
Middle income,Switzerland,"PPG, commercial banks (AMT, current US$)",2022,43672135.7,DT.AMT.PCBK.CD
Middle income,Trinidad & Tobago,"PPG, commercial banks (AMT, current US$)",2022,1682879.7,DT.AMT.PCBK.CD
Middle income,United Arab Emirates,"PPG, commercial banks (AMT, current US$)",2022,150682155.5,DT.AMT.PCBK.CD
Middle income,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,3341207894.4,DT.AMT.PCBK.CD
Middle income,United States,"PPG, commercial banks (AMT, current US$)",2022,3105763599.4,DT.AMT.PCBK.CD
Middle income,"Venezuela, Republic Bolivarian","PPG, commercial banks (AMT, current US$)",2022,298000.0,DT.AMT.PCBK.CD
Middle income,World,"PPG, commercial banks (AMT, current US$)",2022,43396821313.4,DT.AMT.PCBK.CD
Moldova,Austria,"PPG, commercial banks (AMT, current US$)",2022,2344943.0,DT.AMT.PCBK.CD
Moldova,World,"PPG, commercial banks (AMT, current US$)",2022,2344943.0,DT.AMT.PCBK.CD
Mongolia,Austria,"PPG, commercial banks (AMT, current US$)",2022,3476403.6,DT.AMT.PCBK.CD
Mongolia,France,"PPG, commercial banks (AMT, current US$)",2022,429666.8,DT.AMT.PCBK.CD
Mongolia,World,"PPG, commercial banks (AMT, current US$)",2022,3906070.4,DT.AMT.PCBK.CD
Montenegro,France,"PPG, commercial banks (AMT, current US$)",2022,1334471.3,DT.AMT.PCBK.CD
Montenegro,Israel,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Montenegro,Italy,"PPG, commercial banks (AMT, current US$)",2022,171951.2,DT.AMT.PCBK.CD
Montenegro,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,19879020.0,DT.AMT.PCBK.CD
Montenegro,Serbia,"PPG, commercial banks (AMT, current US$)",2022,8180462.2,DT.AMT.PCBK.CD
Montenegro,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Montenegro,United States,"PPG, commercial banks (AMT, current US$)",2022,36813000.0,DT.AMT.PCBK.CD
Montenegro,World,"PPG, commercial banks (AMT, current US$)",2022,66378904.7,DT.AMT.PCBK.CD
Morocco,Austria,"PPG, commercial banks (AMT, current US$)",2022,307388.6,DT.AMT.PCBK.CD
Morocco,France,"PPG, commercial banks (AMT, current US$)",2022,130442368.5,DT.AMT.PCBK.CD
Morocco,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,2398181.2,DT.AMT.PCBK.CD
Morocco,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,248120005.6,DT.AMT.PCBK.CD
Morocco,Portugal,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Morocco,Spain,"PPG, commercial banks (AMT, current US$)",2022,11375462.4,DT.AMT.PCBK.CD
Morocco,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Morocco,United States,"PPG, commercial banks (AMT, current US$)",2022,1250000.0,DT.AMT.PCBK.CD
Morocco,World,"PPG, commercial banks (AMT, current US$)",2022,393893406.3,DT.AMT.PCBK.CD
Mozambique,Austria,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Mozambique,Denmark,"PPG, commercial banks (AMT, current US$)",2022,15407711.6,DT.AMT.PCBK.CD
Mozambique,Portugal,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Mozambique,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,94181818.2,DT.AMT.PCBK.CD
Mozambique,World,"PPG, commercial banks (AMT, current US$)",2022,109589529.8,DT.AMT.PCBK.CD
Myanmar,France,"PPG, commercial banks (AMT, current US$)",2022,20685.4,DT.AMT.PCBK.CD
Myanmar,World,"PPG, commercial banks (AMT, current US$)",2022,20685.4,DT.AMT.PCBK.CD
Nicaragua,Austria,"PPG, commercial banks (AMT, current US$)",2022,393586.9,DT.AMT.PCBK.CD
Nicaragua,World,"PPG, commercial banks (AMT, current US$)",2022,393586.9,DT.AMT.PCBK.CD
Niger,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,8906371.0,DT.AMT.PCBK.CD
Niger,World,"PPG, commercial banks (AMT, current US$)",2022,8906371.0,DT.AMT.PCBK.CD
North Macedonia,Austria,"PPG, commercial banks (AMT, current US$)",2022,22087800.0,DT.AMT.PCBK.CD
North Macedonia,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,4168124.0,DT.AMT.PCBK.CD
North Macedonia,World,"PPG, commercial banks (AMT, current US$)",2022,26255924.0,DT.AMT.PCBK.CD
Pakistan,China,"PPG, commercial banks (AMT, current US$)",2022,500000000.0,DT.AMT.PCBK.CD
Pakistan,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Pakistan,Netherlands,"PPG, commercial banks (AMT, current US$)",2022,497384.5,DT.AMT.PCBK.CD
Pakistan,Serbia,"PPG, commercial banks (AMT, current US$)",2022,200000000.0,DT.AMT.PCBK.CD
Pakistan,United Arab Emirates,"PPG, commercial banks (AMT, current US$)",2022,71428571.4,DT.AMT.PCBK.CD
Pakistan,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,133333333.3,DT.AMT.PCBK.CD
Pakistan,World,"PPG, commercial banks (AMT, current US$)",2022,905259289.2,DT.AMT.PCBK.CD
Panama,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,27984766.7,DT.AMT.PCBK.CD
Panama,Honduras,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Panama,Spain,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Panama,United States,"PPG, commercial banks (AMT, current US$)",2022,27025428.6,DT.AMT.PCBK.CD
Panama,World,"PPG, commercial banks (AMT, current US$)",2022,55010195.3,DT.AMT.PCBK.CD
Papua New Guinea,Czech Republic,"PPG, commercial banks (AMT, current US$)",2022,12469115.3,DT.AMT.PCBK.CD
Papua New Guinea,World,"PPG, commercial banks (AMT, current US$)",2022,12469115.3,DT.AMT.PCBK.CD
Philippines,Austria,"PPG, commercial banks (AMT, current US$)",2022,12275129.3,DT.AMT.PCBK.CD
Philippines,Belgium,"PPG, commercial banks (AMT, current US$)",2022,742804.5,DT.AMT.PCBK.CD
Philippines,Canada,"PPG, commercial banks (AMT, current US$)",2022,188214285.7,DT.AMT.PCBK.CD
Philippines,France,"PPG, commercial banks (AMT, current US$)",2022,160140837.6,DT.AMT.PCBK.CD
Philippines,United States,"PPG, commercial banks (AMT, current US$)",2022,1250000.0,DT.AMT.PCBK.CD
Philippines,World,"PPG, commercial banks (AMT, current US$)",2022,362623057.1,DT.AMT.PCBK.CD
Romania,Austria,"PPG, commercial banks (AMT, current US$)",2022,9194498.8,DT.AMT.PCBK.CD
Romania,France,"PPG, commercial banks (AMT, current US$)",2022,13307204.8,DT.AMT.PCBK.CD
Romania,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,5165722.9,DT.AMT.PCBK.CD
Romania,World,"PPG, commercial banks (AMT, current US$)",2022,27667426.5,DT.AMT.PCBK.CD
Russian Federation,France,"PPG, commercial banks (AMT, current US$)",2022,136344444.4,DT.AMT.PCBK.CD
Russian Federation,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,10991450622.5,DT.AMT.PCBK.CD
Russian Federation,World,"PPG, commercial banks (AMT, current US$)",2022,11127795066.9,DT.AMT.PCBK.CD
Sao Tome and Principe,Hong Kong,"PPG, commercial banks (AMT, current US$)",2022,1875000.0,DT.AMT.PCBK.CD
Sao Tome and Principe,World,"PPG, commercial banks (AMT, current US$)",2022,1875000.0,DT.AMT.PCBK.CD
Senegal,Austria,"PPG, commercial banks (AMT, current US$)",2022,394633.4,DT.AMT.PCBK.CD
Senegal,France,"PPG, commercial banks (AMT, current US$)",2022,41756269.5,DT.AMT.PCBK.CD
Senegal,Israel,"PPG, commercial banks (AMT, current US$)",2022,6294381.0,DT.AMT.PCBK.CD
Senegal,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Senegal,World,"PPG, commercial banks (AMT, current US$)",2022,48445283.9,DT.AMT.PCBK.CD
Serbia,Finland,"PPG, commercial banks (AMT, current US$)",2022,1939276.0,DT.AMT.PCBK.CD
Serbia,France,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Serbia,World,"PPG, commercial banks (AMT, current US$)",2022,1939276.0,DT.AMT.PCBK.CD
South Africa,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,1691318865.6,DT.AMT.PCBK.CD
South Africa,United States,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
South Africa,World,"PPG, commercial banks (AMT, current US$)",2022,1691318865.6,DT.AMT.PCBK.CD
South Asia,Austria,"PPG, commercial banks (AMT, current US$)",2022,19119187.3,DT.AMT.PCBK.CD
South Asia,Bahamas,"PPG, commercial banks (AMT, current US$)",2022,7145250.0,DT.AMT.PCBK.CD
South Asia,Bahrain,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
South Asia,Belgium,"PPG, commercial banks (AMT, current US$)",2022,7683350.7,DT.AMT.PCBK.CD
South Asia,China,"PPG, commercial banks (AMT, current US$)",2022,713616036.9,DT.AMT.PCBK.CD
South Asia,Denmark,"PPG, commercial banks (AMT, current US$)",2022,4095446.3,DT.AMT.PCBK.CD
South Asia,Finland,"PPG, commercial banks (AMT, current US$)",2022,140012.1,DT.AMT.PCBK.CD
South Asia,France,"PPG, commercial banks (AMT, current US$)",2022,36438869.7,DT.AMT.PCBK.CD
South Asia,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,29451382.7,DT.AMT.PCBK.CD
South Asia,Hong Kong,"PPG, commercial banks (AMT, current US$)",2022,1820129959.7,DT.AMT.PCBK.CD
South Asia,Japan,"PPG, commercial banks (AMT, current US$)",2022,34972587.9,DT.AMT.PCBK.CD
South Asia,Mauritius,"PPG, commercial banks (AMT, current US$)",2022,1250000.0,DT.AMT.PCBK.CD
South Asia,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,383341260.6,DT.AMT.PCBK.CD
South Asia,Netherlands,"PPG, commercial banks (AMT, current US$)",2022,79697559.1,DT.AMT.PCBK.CD
South Asia,Qatar,"PPG, commercial banks (AMT, current US$)",2022,2666748.7,DT.AMT.PCBK.CD
South Asia,Saudi Arabia,"PPG, commercial banks (AMT, current US$)",2022,5000000.0,DT.AMT.PCBK.CD
South Asia,Serbia,"PPG, commercial banks (AMT, current US$)",2022,200000000.0,DT.AMT.PCBK.CD
South Asia,Singapore,"PPG, commercial banks (AMT, current US$)",2022,1266220975.1,DT.AMT.PCBK.CD
South Asia,Spain,"PPG, commercial banks (AMT, current US$)",2022,5460595.0,DT.AMT.PCBK.CD
South Asia,Sri Lanka,"PPG, commercial banks (AMT, current US$)",2022,2844333.3,DT.AMT.PCBK.CD
South Asia,Switzerland,"PPG, commercial banks (AMT, current US$)",2022,1346019.5,DT.AMT.PCBK.CD
South Asia,United Arab Emirates,"PPG, commercial banks (AMT, current US$)",2022,71428571.4,DT.AMT.PCBK.CD
South Asia,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,1078460040.2,DT.AMT.PCBK.CD
South Asia,United States,"PPG, commercial banks (AMT, current US$)",2022,365214989.5,DT.AMT.PCBK.CD
South Asia,World,"PPG, commercial banks (AMT, current US$)",2022,6135723175.7,DT.AMT.PCBK.CD
Sri Lanka,Austria,"PPG, commercial banks (AMT, current US$)",2022,13698166.3,DT.AMT.PCBK.CD
Sri Lanka,Belgium,"PPG, commercial banks (AMT, current US$)",2022,2468175.7,DT.AMT.PCBK.CD
Sri Lanka,China,"PPG, commercial banks (AMT, current US$)",2022,181800000.0,DT.AMT.PCBK.CD
Sri Lanka,Finland,"PPG, commercial banks (AMT, current US$)",2022,140012.1,DT.AMT.PCBK.CD
Sri Lanka,France,"PPG, commercial banks (AMT, current US$)",2022,26637379.2,DT.AMT.PCBK.CD
Sri Lanka,Hong Kong,"PPG, commercial banks (AMT, current US$)",2022,13274287.8,DT.AMT.PCBK.CD
Sri Lanka,Japan,"PPG, commercial banks (AMT, current US$)",2022,7831787.9,DT.AMT.PCBK.CD
Sri Lanka,Netherlands,"PPG, commercial banks (AMT, current US$)",2022,79200174.6,DT.AMT.PCBK.CD
Sri Lanka,Spain,"PPG, commercial banks (AMT, current US$)",2022,5460595.0,DT.AMT.PCBK.CD
Sri Lanka,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,48147691.5,DT.AMT.PCBK.CD
Sri Lanka,United States,"PPG, commercial banks (AMT, current US$)",2022,1528500.0,DT.AMT.PCBK.CD
Sri Lanka,World,"PPG, commercial banks (AMT, current US$)",2022,380186770.1,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Austria,"PPG, commercial banks (AMT, current US$)",2022,67148431.2,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Belgium,"PPG, commercial banks (AMT, current US$)",2022,95920100.8,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Brazil,"PPG, commercial banks (AMT, current US$)",2022,11604766.7,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),China,"PPG, commercial banks (AMT, current US$)",2022,1544010777.7,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Czech Republic,"PPG, commercial banks (AMT, current US$)",2022,12699632.8,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Denmark,"PPG, commercial banks (AMT, current US$)",2022,24665937.8,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),France,"PPG, commercial banks (AMT, current US$)",2022,519641747.9,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,184711629.6,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Hong Kong,"PPG, commercial banks (AMT, current US$)",2022,18223517.0,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Ireland,"PPG, commercial banks (AMT, current US$)",2022,177017165.9,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Israel,"PPG, commercial banks (AMT, current US$)",2022,204970241.7,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Italy,"PPG, commercial banks (AMT, current US$)",2022,382139815.8,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Japan,"PPG, commercial banks (AMT, current US$)",2022,91843181.7,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Kuwait,"PPG, commercial banks (AMT, current US$)",2022,22020400.0,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Mauritius,"PPG, commercial banks (AMT, current US$)",2022,20165750.0,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Morocco,"PPG, commercial banks (AMT, current US$)",2022,4601471.6,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,1859718744.4,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Netherlands,"PPG, commercial banks (AMT, current US$)",2022,64990116.2,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Portugal,"PPG, commercial banks (AMT, current US$)",2022,121377376.6,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Russian Federation,"PPG, commercial banks (AMT, current US$)",2022,9458895.8,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Singapore,"PPG, commercial banks (AMT, current US$)",2022,25000000.0,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),South Africa,"PPG, commercial banks (AMT, current US$)",2022,109813747.2,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Spain,"PPG, commercial banks (AMT, current US$)",2022,239483822.3,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Sweden,"PPG, commercial banks (AMT, current US$)",2022,5883243.3,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),Switzerland,"PPG, commercial banks (AMT, current US$)",2022,70940866.5,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),United Arab Emirates,"PPG, commercial banks (AMT, current US$)",2022,63818173.6,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,1909777157.3,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),United States,"PPG, commercial banks (AMT, current US$)",2022,435849098.7,DT.AMT.PCBK.CD
Sub-Saharan Africa (excluding high income),World,"PPG, commercial banks (AMT, current US$)",2022,8563137111.7,DT.AMT.PCBK.CD
Syrian Arab Republic,France,"PPG, commercial banks (AMT, current US$)",2022,690141.4,DT.AMT.PCBK.CD
Syrian Arab Republic,World,"PPG, commercial banks (AMT, current US$)",2022,690141.4,DT.AMT.PCBK.CD
Tajikistan,France,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Tajikistan,World,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Tanzania,Austria,"PPG, commercial banks (AMT, current US$)",2022,206229.5,DT.AMT.PCBK.CD
Tanzania,China,"PPG, commercial banks (AMT, current US$)",2022,37698322.8,DT.AMT.PCBK.CD
Tanzania,Denmark,"PPG, commercial banks (AMT, current US$)",2022,2246995.4,DT.AMT.PCBK.CD
Tanzania,Hong Kong,"PPG, commercial banks (AMT, current US$)",2022,16348517.0,DT.AMT.PCBK.CD
Tanzania,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,166666545.5,DT.AMT.PCBK.CD
Tanzania,Netherlands,"PPG, commercial banks (AMT, current US$)",2022,2514988.6,DT.AMT.PCBK.CD
Tanzania,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,388648038.1,DT.AMT.PCBK.CD
Tanzania,World,"PPG, commercial banks (AMT, current US$)",2022,614329636.9,DT.AMT.PCBK.CD
Togo,France,"PPG, commercial banks (AMT, current US$)",2022,21336670.4,DT.AMT.PCBK.CD
Togo,Japan,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Togo,World,"PPG, commercial banks (AMT, current US$)",2022,21336670.4,DT.AMT.PCBK.CD
Tunisia,Austria,"PPG, commercial banks (AMT, current US$)",2022,284001.9,DT.AMT.PCBK.CD
Tunisia,France,"PPG, commercial banks (AMT, current US$)",2022,61812348.2,DT.AMT.PCBK.CD
Tunisia,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,11023952.8,DT.AMT.PCBK.CD
Tunisia,"Korea, Republic Of","PPG, commercial banks (AMT, current US$)",2022,3937763.9,DT.AMT.PCBK.CD
Tunisia,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Tunisia,Spain,"PPG, commercial banks (AMT, current US$)",2022,516200.1,DT.AMT.PCBK.CD
Tunisia,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,10168895.9,DT.AMT.PCBK.CD
Tunisia,United States,"PPG, commercial banks (AMT, current US$)",2022,1539320.4,DT.AMT.PCBK.CD
Tunisia,World,"PPG, commercial banks (AMT, current US$)",2022,89282483.2,DT.AMT.PCBK.CD
Turkey,Bahrain,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Turkey,Belgium,"PPG, commercial banks (AMT, current US$)",2022,17336589.0,DT.AMT.PCBK.CD
Turkey,China,"PPG, commercial banks (AMT, current US$)",2022,362884550.0,DT.AMT.PCBK.CD
Turkey,France,"PPG, commercial banks (AMT, current US$)",2022,59467223.4,DT.AMT.PCBK.CD
Turkey,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,203364957.1,DT.AMT.PCBK.CD
Turkey,Ireland,"PPG, commercial banks (AMT, current US$)",2022,100000000.0,DT.AMT.PCBK.CD
Turkey,Italy,"PPG, commercial banks (AMT, current US$)",2022,19510890.0,DT.AMT.PCBK.CD
Turkey,Malta,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
Turkey,Multiple Lenders,"PPG, commercial banks (AMT, current US$)",2022,44568515.0,DT.AMT.PCBK.CD
Turkey,Netherlands,"PPG, commercial banks (AMT, current US$)",2022,24093481.4,DT.AMT.PCBK.CD
Turkey,Russian Federation,"PPG, commercial banks (AMT, current US$)",2022,79260703.4,DT.AMT.PCBK.CD
Turkey,Spain,"PPG, commercial banks (AMT, current US$)",2022,2292137.2,DT.AMT.PCBK.CD
Turkey,Sweden,"PPG, commercial banks (AMT, current US$)",2022,5184497.5,DT.AMT.PCBK.CD
Turkey,Switzerland,"PPG, commercial banks (AMT, current US$)",2022,1073699.8,DT.AMT.PCBK.CD
Turkey,United Arab Emirates,"PPG, commercial banks (AMT, current US$)",2022,3513713.3,DT.AMT.PCBK.CD
Turkey,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,129323171.8,DT.AMT.PCBK.CD
Turkey,United States,"PPG, commercial banks (AMT, current US$)",2022,110060031.9,DT.AMT.PCBK.CD
Turkey,World,"PPG, commercial banks (AMT, current US$)",2022,1161934160.8,DT.AMT.PCBK.CD
Turkmenistan,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,58765781.8,DT.AMT.PCBK.CD
Turkmenistan,Switzerland,"PPG, commercial banks (AMT, current US$)",2022,25850000.0,DT.AMT.PCBK.CD
Turkmenistan,United States,"PPG, commercial banks (AMT, current US$)",2022,78812400.0,DT.AMT.PCBK.CD
Turkmenistan,World,"PPG, commercial banks (AMT, current US$)",2022,163428181.8,DT.AMT.PCBK.CD
Uganda,Belgium,"PPG, commercial banks (AMT, current US$)",2022,3886225.7,DT.AMT.PCBK.CD
Uganda,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,1328458.5,DT.AMT.PCBK.CD
Uganda,South Africa,"PPG, commercial banks (AMT, current US$)",2022,20451666.7,DT.AMT.PCBK.CD
Uganda,United Kingdom,"PPG, commercial banks (AMT, current US$)",2022,33439780.5,DT.AMT.PCBK.CD
Uganda,World,"PPG, commercial banks (AMT, current US$)",2022,59106131.4,DT.AMT.PCBK.CD
Ukraine,France,"PPG, commercial banks (AMT, current US$)",2022,136070191.3,DT.AMT.PCBK.CD
Ukraine,"Germany, Fed.Rep. Of","PPG, commercial banks (AMT, current US$)",2022,156635622.6,DT.AMT.PCBK.CD
Ukraine,Norway,"PPG, commercial banks (AMT, current US$)",2022,1533875.0,DT.AMT.PCBK.CD
Ukraine,United States,"PPG, commercial banks (AMT, current US$)",2022,14705882.4,DT.AMT.PCBK.CD
Ukraine,World,"PPG, commercial banks (AMT, current US$)",2022,308945571.3,DT.AMT.PCBK.CD
Upper middle income,Austria,"PPG, commercial banks (AMT, current US$)",2022,809707443.1,DT.AMT.PCBK.CD
Upper middle income,Bahrain,"PPG, commercial banks (AMT, current US$)",2022,0.0,DT.AMT.PCBK.CD
