country,counterpart-area,series,time,value,series_code
Lower middle income,Vietnam,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Lower middle income,World,"PPG, bilateral (AMT, current US$)",2022,30604925609.6,DT.AMT.BLAT.CD
Madagascar,China,"PPG, bilateral (AMT, current US$)",2022,4820294.5,DT.AMT.BLAT.CD
Madagascar,France,"PPG, bilateral (AMT, current US$)",2022,5909193.6,DT.AMT.BLAT.CD
Madagascar,India,"PPG, bilateral (AMT, current US$)",2022,1433666.7,DT.AMT.BLAT.CD
Madagascar,Japan,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Madagascar,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,934763.6,DT.AMT.BLAT.CD
Madagascar,Kuwait,"PPG, bilateral (AMT, current US$)",2022,1881912.0,DT.AMT.BLAT.CD
Madagascar,Russian Federation,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Madagascar,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,719722.3,DT.AMT.BLAT.CD
Madagascar,Spain,"PPG, bilateral (AMT, current US$)",2022,131526.9,DT.AMT.BLAT.CD
Madagascar,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,2222524.8,DT.AMT.BLAT.CD
Madagascar,World,"PPG, bilateral (AMT, current US$)",2022,18053604.4,DT.AMT.BLAT.CD
Malawi,Belgium,"PPG, bilateral (AMT, current US$)",2022,140912.0,DT.AMT.BLAT.CD
Malawi,China,"PPG, bilateral (AMT, current US$)",2022,18020750.9,DT.AMT.BLAT.CD
Malawi,India,"PPG, bilateral (AMT, current US$)",2022,7062066.7,DT.AMT.BLAT.CD
Malawi,Kuwait,"PPG, bilateral (AMT, current US$)",2022,3946504.3,DT.AMT.BLAT.CD
Malawi,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,1169792.6,DT.AMT.BLAT.CD
Malawi,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,666776.5,DT.AMT.BLAT.CD
Malawi,World,"PPG, bilateral (AMT, current US$)",2022,31006803.0,DT.AMT.BLAT.CD
Maldives,Belgium,"PPG, bilateral (AMT, current US$)",2022,216415.8,DT.AMT.BLAT.CD
Maldives,China,"PPG, bilateral (AMT, current US$)",2022,85770652.0,DT.AMT.BLAT.CD
Maldives,France,"PPG, bilateral (AMT, current US$)",2022,2074850.8,DT.AMT.BLAT.CD
Maldives,India,"PPG, bilateral (AMT, current US$)",2022,141536005.9,DT.AMT.BLAT.CD
Maldives,Japan,"PPG, bilateral (AMT, current US$)",2022,792390.1,DT.AMT.BLAT.CD
Maldives,Kuwait,"PPG, bilateral (AMT, current US$)",2022,5627587.1,DT.AMT.BLAT.CD
Maldives,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,11714676.1,DT.AMT.BLAT.CD
Maldives,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,4567294.2,DT.AMT.BLAT.CD
Maldives,United States,"PPG, bilateral (AMT, current US$)",2022,89750.0,DT.AMT.BLAT.CD
Maldives,World,"PPG, bilateral (AMT, current US$)",2022,252389622.0,DT.AMT.BLAT.CD
Mali,Austria,"PPG, bilateral (AMT, current US$)",2022,513150.9,DT.AMT.BLAT.CD
Mali,Belgium,"PPG, bilateral (AMT, current US$)",2022,810336.0,DT.AMT.BLAT.CD
Mali,China,"PPG, bilateral (AMT, current US$)",2022,48301129.3,DT.AMT.BLAT.CD
Mali,"Cote D`Ivoire, Republic Of","PPG, bilateral (AMT, current US$)",2022,173.0,DT.AMT.BLAT.CD
Mali,France,"PPG, bilateral (AMT, current US$)",2022,22884592.2,DT.AMT.BLAT.CD
Mali,India,"PPG, bilateral (AMT, current US$)",2022,22453131.3,DT.AMT.BLAT.CD
Mali,Italy,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mali,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,1000.0,DT.AMT.BLAT.CD
Mali,Kuwait,"PPG, bilateral (AMT, current US$)",2022,9123806.9,DT.AMT.BLAT.CD
Mali,Libya,"PPG, bilateral (AMT, current US$)",2022,1066666.7,DT.AMT.BLAT.CD
Mali,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,8977198.8,DT.AMT.BLAT.CD
Mali,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,4698910.4,DT.AMT.BLAT.CD
Mali,World,"PPG, bilateral (AMT, current US$)",2022,118830095.5,DT.AMT.BLAT.CD
Mauritania,Brazil,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mauritania,China,"PPG, bilateral (AMT, current US$)",2022,86930319.8,DT.AMT.BLAT.CD
Mauritania,France,"PPG, bilateral (AMT, current US$)",2022,19935614.0,DT.AMT.BLAT.CD
Mauritania,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,37407272.4,DT.AMT.BLAT.CD
Mauritania,India,"PPG, bilateral (AMT, current US$)",2022,11960134.7,DT.AMT.BLAT.CD
Mauritania,Iraq,"PPG, bilateral (AMT, current US$)",2022,2154500.0,DT.AMT.BLAT.CD
Mauritania,Kuwait,"PPG, bilateral (AMT, current US$)",2022,18789869.3,DT.AMT.BLAT.CD
Mauritania,Libya,"PPG, bilateral (AMT, current US$)",2022,9534250.0,DT.AMT.BLAT.CD
Mauritania,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,108813892.4,DT.AMT.BLAT.CD
Mauritania,Spain,"PPG, bilateral (AMT, current US$)",2022,5787491.1,DT.AMT.BLAT.CD
Mauritania,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,1966811.5,DT.AMT.BLAT.CD
Mauritania,World,"PPG, bilateral (AMT, current US$)",2022,303280155.2,DT.AMT.BLAT.CD
Mauritius,China,"PPG, bilateral (AMT, current US$)",2022,49524521.8,DT.AMT.BLAT.CD
Mauritius,France,"PPG, bilateral (AMT, current US$)",2022,30386440.7,DT.AMT.BLAT.CD
Mauritius,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,16287.0,DT.AMT.BLAT.CD
Mauritius,India,"PPG, bilateral (AMT, current US$)",2022,14590750.0,DT.AMT.BLAT.CD
Mauritius,Japan,"PPG, bilateral (AMT, current US$)",2022,15794654.1,DT.AMT.BLAT.CD
Mauritius,Kuwait,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mauritius,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mauritius,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mauritius,World,"PPG, bilateral (AMT, current US$)",2022,110312653.6,DT.AMT.BLAT.CD
Mexico,Canada,"PPG, bilateral (AMT, current US$)",2022,300000000.0,DT.AMT.BLAT.CD
Mexico,France,"PPG, bilateral (AMT, current US$)",2022,46027496.5,DT.AMT.BLAT.CD
Mexico,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,108818254.3,DT.AMT.BLAT.CD
Mexico,Japan,"PPG, bilateral (AMT, current US$)",2022,14285636.4,DT.AMT.BLAT.CD
Mexico,Spain,"PPG, bilateral (AMT, current US$)",2022,2203900.0,DT.AMT.BLAT.CD
Mexico,World,"PPG, bilateral (AMT, current US$)",2022,471335287.2,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Algeria,"PPG, bilateral (AMT, current US$)",2022,24526315.8,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Austria,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Belgium,"PPG, bilateral (AMT, current US$)",2022,3459133.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Canada,"PPG, bilateral (AMT, current US$)",2022,14701616.7,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),China,"PPG, bilateral (AMT, current US$)",2022,847450698.9,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Denmark,"PPG, bilateral (AMT, current US$)",2022,156167.5,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),European Union,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Finland,"PPG, bilateral (AMT, current US$)",2022,4204937.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),France,"PPG, bilateral (AMT, current US$)",2022,666954525.5,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,617086247.9,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),India,"PPG, bilateral (AMT, current US$)",2022,18539964.2,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Italy,"PPG, bilateral (AMT, current US$)",2022,34916817.7,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Japan,"PPG, bilateral (AMT, current US$)",2022,481281479.3,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,8686923.9,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Kuwait,"PPG, bilateral (AMT, current US$)",2022,289510754.8,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Libya,"PPG, bilateral (AMT, current US$)",2022,8571428.6,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Netherlands,"PPG, bilateral (AMT, current US$)",2022,70230205.3,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Portugal,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Qatar,"PPG, bilateral (AMT, current US$)",2022,870000.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Russian Federation,"PPG, bilateral (AMT, current US$)",2022,74517481.5,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,415653218.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Serbia,"PPG, bilateral (AMT, current US$)",2022,659800.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Spain,"PPG, bilateral (AMT, current US$)",2022,502882445.5,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Switzerland,"PPG, bilateral (AMT, current US$)",2022,13627.1,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),Turkey,"PPG, bilateral (AMT, current US$)",2022,41951666.7,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,67255747.2,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),United Kingdom,"PPG, bilateral (AMT, current US$)",2022,845399.0,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),United States,"PPG, bilateral (AMT, current US$)",2022,33607585.1,DT.AMT.BLAT.CD
Middle East & North Africa (excluding high income),World,"PPG, bilateral (AMT, current US$)",2022,4228534186.2,DT.AMT.BLAT.CD
Middle income,Algeria,"PPG, bilateral (AMT, current US$)",2022,24526315.8,DT.AMT.BLAT.CD
Middle income,Angola,"PPG, bilateral (AMT, current US$)",2022,432432.4,DT.AMT.BLAT.CD
Middle income,Armenia,"PPG, bilateral (AMT, current US$)",2022,834798.2,DT.AMT.BLAT.CD
Middle income,Australia,"PPG, bilateral (AMT, current US$)",2022,83441314.5,DT.AMT.BLAT.CD
Middle income,Austria,"PPG, bilateral (AMT, current US$)",2022,65899179.2,DT.AMT.BLAT.CD
Middle income,Azerbaijan,"PPG, bilateral (AMT, current US$)",2022,1014600.0,DT.AMT.BLAT.CD
Middle income,Barbados,"PPG, bilateral (AMT, current US$)",2022,1590000.0,DT.AMT.BLAT.CD
Middle income,Belarus,"PPG, bilateral (AMT, current US$)",2022,9437378.5,DT.AMT.BLAT.CD
Middle income,Belgium,"PPG, bilateral (AMT, current US$)",2022,189994623.9,DT.AMT.BLAT.CD
Middle income,Belize,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Middle income,Brazil,"PPG, bilateral (AMT, current US$)",2022,151267691.9,DT.AMT.BLAT.CD
Middle income,Canada,"PPG, bilateral (AMT, current US$)",2022,429855578.2,DT.AMT.BLAT.CD
Middle income,China,"PPG, bilateral (AMT, current US$)",2022,18684183774.9,DT.AMT.BLAT.CD
Middle income,Czech Republic,"PPG, bilateral (AMT, current US$)",2022,15013175.5,DT.AMT.BLAT.CD
Middle income,Denmark,"PPG, bilateral (AMT, current US$)",2022,32971362.4,DT.AMT.BLAT.CD
Middle income,Egypt,"PPG, bilateral (AMT, current US$)",2022,47015963.6,DT.AMT.BLAT.CD
Middle income,European Union,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Middle income,Finland,"PPG, bilateral (AMT, current US$)",2022,9815841.6,DT.AMT.BLAT.CD
Middle income,France,"PPG, bilateral (AMT, current US$)",2022,3159776925.5,DT.AMT.BLAT.CD
Middle income,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,3420929243.0,DT.AMT.BLAT.CD
Middle income,Greece,"PPG, bilateral (AMT, current US$)",2022,196762.2,DT.AMT.BLAT.CD
Middle income,Hungary,"PPG, bilateral (AMT, current US$)",2022,7584666.3,DT.AMT.BLAT.CD
Middle income,India,"PPG, bilateral (AMT, current US$)",2022,1184928109.4,DT.AMT.BLAT.CD
Middle income,"Iran, Islamic Republic Of","PPG, bilateral (AMT, current US$)",2022,14255192.6,DT.AMT.BLAT.CD
Middle income,Iraq,"PPG, bilateral (AMT, current US$)",2022,2154500.0,DT.AMT.BLAT.CD
Middle income,Italy,"PPG, bilateral (AMT, current US$)",2022,79201592.3,DT.AMT.BLAT.CD
Middle income,Japan,"PPG, bilateral (AMT, current US$)",2022,7147876038.9,DT.AMT.BLAT.CD
Middle income,Kazakhstan,"PPG, bilateral (AMT, current US$)",2022,1029592.9,DT.AMT.BLAT.CD
Middle income,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,944471966.8,DT.AMT.BLAT.CD
Middle income,Kuwait,"PPG, bilateral (AMT, current US$)",2022,496354010.5,DT.AMT.BLAT.CD
Middle income,Libya,"PPG, bilateral (AMT, current US$)",2022,18308831.2,DT.AMT.BLAT.CD
Middle income,Malaysia,"PPG, bilateral (AMT, current US$)",2022,13340909.1,DT.AMT.BLAT.CD
Middle income,Multiple Lenders,"PPG, bilateral (AMT, current US$)",2022,934125989.7,DT.AMT.BLAT.CD
Middle income,Netherlands,"PPG, bilateral (AMT, current US$)",2022,94177191.2,DT.AMT.BLAT.CD
Middle income,New Zealand,"PPG, bilateral (AMT, current US$)",2022,8924363.6,DT.AMT.BLAT.CD
Middle income,Nigeria,"PPG, bilateral (AMT, current US$)",2022,476821.1,DT.AMT.BLAT.CD
Middle income,Norway,"PPG, bilateral (AMT, current US$)",2022,54098040.0,DT.AMT.BLAT.CD
Middle income,Pakistan,"PPG, bilateral (AMT, current US$)",2022,1111111.1,DT.AMT.BLAT.CD
Middle income,Poland,"PPG, bilateral (AMT, current US$)",2022,23064425.5,DT.AMT.BLAT.CD
Middle income,Portugal,"PPG, bilateral (AMT, current US$)",2022,48973126.4,DT.AMT.BLAT.CD
Middle income,Qatar,"PPG, bilateral (AMT, current US$)",2022,870000.0,DT.AMT.BLAT.CD
Middle income,Russian Federation,"PPG, bilateral (AMT, current US$)",2022,2905473364.5,DT.AMT.BLAT.CD
Middle income,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,553003017.2,DT.AMT.BLAT.CD
Middle income,Serbia,"PPG, bilateral (AMT, current US$)",2022,780299.3,DT.AMT.BLAT.CD
Middle income,South Africa,"PPG, bilateral (AMT, current US$)",2022,47410389.4,DT.AMT.BLAT.CD
Middle income,Spain,"PPG, bilateral (AMT, current US$)",2022,722588521.1,DT.AMT.BLAT.CD
Middle income,Sweden,"PPG, bilateral (AMT, current US$)",2022,72900583.0,DT.AMT.BLAT.CD
Middle income,Switzerland,"PPG, bilateral (AMT, current US$)",2022,39607201.6,DT.AMT.BLAT.CD
Middle income,Thailand,"PPG, bilateral (AMT, current US$)",2022,75609867.3,DT.AMT.BLAT.CD
Middle income,Trinidad & Tobago,"PPG, bilateral (AMT, current US$)",2022,3411300.0,DT.AMT.BLAT.CD
Middle income,Turkey,"PPG, bilateral (AMT, current US$)",2022,113654293.4,DT.AMT.BLAT.CD
Middle income,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,142394415.6,DT.AMT.BLAT.CD
Middle income,United Kingdom,"PPG, bilateral (AMT, current US$)",2022,27527580.8,DT.AMT.BLAT.CD
Middle income,United States,"PPG, bilateral (AMT, current US$)",2022,612501405.7,DT.AMT.BLAT.CD
Middle income,"Venezuela, Republic Bolivarian","PPG, bilateral (AMT, current US$)",2022,169973457.9,DT.AMT.BLAT.CD
Middle income,Vietnam,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Middle income,World,"PPG, bilateral (AMT, current US$)",2022,42890359136.7,DT.AMT.BLAT.CD
Moldova,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,294166.2,DT.AMT.BLAT.CD
Moldova,Japan,"PPG, bilateral (AMT, current US$)",2022,2639883.5,DT.AMT.BLAT.CD
Moldova,Poland,"PPG, bilateral (AMT, current US$)",2022,6458356.5,DT.AMT.BLAT.CD
Moldova,Russian Federation,"PPG, bilateral (AMT, current US$)",2022,14500570.7,DT.AMT.BLAT.CD
Moldova,United States,"PPG, bilateral (AMT, current US$)",2022,6472146.7,DT.AMT.BLAT.CD
Moldova,World,"PPG, bilateral (AMT, current US$)",2022,30365123.6,DT.AMT.BLAT.CD
Mongolia,Belarus,"PPG, bilateral (AMT, current US$)",2022,3027378.5,DT.AMT.BLAT.CD
Mongolia,Belgium,"PPG, bilateral (AMT, current US$)",2022,273029.8,DT.AMT.BLAT.CD
Mongolia,China,"PPG, bilateral (AMT, current US$)",2022,62507640.0,DT.AMT.BLAT.CD
Mongolia,France,"PPG, bilateral (AMT, current US$)",2022,770934.3,DT.AMT.BLAT.CD
Mongolia,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,4739326.9,DT.AMT.BLAT.CD
Mongolia,India,"PPG, bilateral (AMT, current US$)",2022,1338421.1,DT.AMT.BLAT.CD
Mongolia,Italy,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mongolia,Japan,"PPG, bilateral (AMT, current US$)",2022,32606791.5,DT.AMT.BLAT.CD
Mongolia,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,2896849.7,DT.AMT.BLAT.CD
Mongolia,Kuwait,"PPG, bilateral (AMT, current US$)",2022,3858381.9,DT.AMT.BLAT.CD
Mongolia,Poland,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Mongolia,Spain,"PPG, bilateral (AMT, current US$)",2022,838354.7,DT.AMT.BLAT.CD
Mongolia,Sweden,"PPG, bilateral (AMT, current US$)",2022,184333.4,DT.AMT.BLAT.CD
Mongolia,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,722123.9,DT.AMT.BLAT.CD
Mongolia,World,"PPG, bilateral (AMT, current US$)",2022,113763565.7,DT.AMT.BLAT.CD
Montenegro,Austria,"PPG, bilateral (AMT, current US$)",2022,212113.0,DT.AMT.BLAT.CD
Montenegro,Belgium,"PPG, bilateral (AMT, current US$)",2022,139889.4,DT.AMT.BLAT.CD
Montenegro,Canada,"PPG, bilateral (AMT, current US$)",2022,5539129.4,DT.AMT.BLAT.CD
Montenegro,China,"PPG, bilateral (AMT, current US$)",2022,105742064.5,DT.AMT.BLAT.CD
Montenegro,Czech Republic,"PPG, bilateral (AMT, current US$)",2022,407397.2,DT.AMT.BLAT.CD
Montenegro,France,"PPG, bilateral (AMT, current US$)",2022,457643.7,DT.AMT.BLAT.CD
Montenegro,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,29095120.1,DT.AMT.BLAT.CD
Montenegro,Italy,"PPG, bilateral (AMT, current US$)",2022,1044408.9,DT.AMT.BLAT.CD
Montenegro,Netherlands,"PPG, bilateral (AMT, current US$)",2022,181260.2,DT.AMT.BLAT.CD
Montenegro,Norway,"PPG, bilateral (AMT, current US$)",2022,5995.6,DT.AMT.BLAT.CD
Montenegro,Russian Federation,"PPG, bilateral (AMT, current US$)",2022,727185.2,DT.AMT.BLAT.CD
Montenegro,Spain,"PPG, bilateral (AMT, current US$)",2022,2581818.4,DT.AMT.BLAT.CD
Montenegro,Switzerland,"PPG, bilateral (AMT, current US$)",2022,318289.5,DT.AMT.BLAT.CD
Montenegro,United States,"PPG, bilateral (AMT, current US$)",2022,2268933.8,DT.AMT.BLAT.CD
Montenegro,World,"PPG, bilateral (AMT, current US$)",2022,148721248.9,DT.AMT.BLAT.CD
Morocco,Canada,"PPG, bilateral (AMT, current US$)",2022,2446208.7,DT.AMT.BLAT.CD
Morocco,China,"PPG, bilateral (AMT, current US$)",2022,25656370.7,DT.AMT.BLAT.CD
Morocco,Finland,"PPG, bilateral (AMT, current US$)",2022,4204937.0,DT.AMT.BLAT.CD
Morocco,France,"PPG, bilateral (AMT, current US$)",2022,222557073.7,DT.AMT.BLAT.CD
Morocco,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,99228136.9,DT.AMT.BLAT.CD
Morocco,Italy,"PPG, bilateral (AMT, current US$)",2022,5736751.0,DT.AMT.BLAT.CD
Morocco,Japan,"PPG, bilateral (AMT, current US$)",2022,92776064.2,DT.AMT.BLAT.CD
Morocco,Kuwait,"PPG, bilateral (AMT, current US$)",2022,35765320.1,DT.AMT.BLAT.CD
Morocco,Netherlands,"PPG, bilateral (AMT, current US$)",2022,70230205.3,DT.AMT.BLAT.CD
Morocco,Portugal,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Morocco,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,16445156.3,DT.AMT.BLAT.CD
Morocco,Spain,"PPG, bilateral (AMT, current US$)",2022,33290018.1,DT.AMT.BLAT.CD
Morocco,United Arab Emirates,"PPG, bilateral (AMT, current US$)",2022,13720413.0,DT.AMT.BLAT.CD
Morocco,United States,"PPG, bilateral (AMT, current US$)",2022,5499532.0,DT.AMT.BLAT.CD
Morocco,World,"PPG, bilateral (AMT, current US$)",2022,627556187.0,DT.AMT.BLAT.CD
Mozambique,Angola,"PPG, bilateral (AMT, current US$)",2022,2153578.9,DT.AMT.BLAT.CD
Mozambique,Brazil,"PPG, bilateral (AMT, current US$)",2022,121201028.3,DT.AMT.BLAT.CD
Mozambique,China,"PPG, bilateral (AMT, current US$)",2022,208628108.9,DT.AMT.BLAT.CD
Mozambique,France,"PPG, bilateral (AMT, current US$)",2022,12851338.7,DT.AMT.BLAT.CD
Mozambique,India,"PPG, bilateral (AMT, current US$)",2022,46212754.4,DT.AMT.BLAT.CD
Mozambique,Iraq,"PPG, bilateral (AMT, current US$)",2022,20031555.6,DT.AMT.BLAT.CD
Mozambique,Japan,"PPG, bilateral (AMT, current US$)",2022,3394531.7,DT.AMT.BLAT.CD
Mozambique,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,2268410.3,DT.AMT.BLAT.CD
Mozambique,Kuwait,"PPG, bilateral (AMT, current US$)",2022,3341988.6,DT.AMT.BLAT.CD
Mozambique,Libya,"PPG, bilateral (AMT, current US$)",2022,6519137.9,DT.AMT.BLAT.CD
Mozambique,Poland,"PPG, bilateral (AMT, current US$)",2022,1532000.0,DT.AMT.BLAT.CD
Mozambique,Portugal,"PPG, bilateral (AMT, current US$)",2022,21803237.9,DT.AMT.BLAT.CD
Mozambique,Romania,"PPG, bilateral (AMT, current US$)",2022,994400.0,DT.AMT.BLAT.CD
Mozambique,Russian Federation,"PPG, bilateral (AMT, current US$)",2022,16686527.7,DT.AMT.BLAT.CD
Mozambique,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,800000.0,DT.AMT.BLAT.CD
Mozambique,Spain,"PPG, bilateral (AMT, current US$)",2022,2064747.7,DT.AMT.BLAT.CD
Mozambique,World,"PPG, bilateral (AMT, current US$)",2022,470483346.6,DT.AMT.BLAT.CD
Myanmar,Austria,"PPG, bilateral (AMT, current US$)",2022,22831568.7,DT.AMT.BLAT.CD
Myanmar,China,"PPG, bilateral (AMT, current US$)",2022,450349234.5,DT.AMT.BLAT.CD
Myanmar,Finland,"PPG, bilateral (AMT, current US$)",2022,504308.9,DT.AMT.BLAT.CD
Myanmar,France,"PPG, bilateral (AMT, current US$)",2022,89021213.8,DT.AMT.BLAT.CD
Myanmar,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,122080733.5,DT.AMT.BLAT.CD
Myanmar,India,"PPG, bilateral (AMT, current US$)",2022,45182034.8,DT.AMT.BLAT.CD
Myanmar,Italy,"PPG, bilateral (AMT, current US$)",2022,6135500.0,DT.AMT.BLAT.CD
Myanmar,Japan,"PPG, bilateral (AMT, current US$)",2022,39574702.9,DT.AMT.BLAT.CD
Myanmar,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,7069658.3,DT.AMT.BLAT.CD
Myanmar,Netherlands,"PPG, bilateral (AMT, current US$)",2022,1577758.4,DT.AMT.BLAT.CD
Myanmar,Poland,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Myanmar,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,156800.0,DT.AMT.BLAT.CD
Myanmar,Thailand,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Myanmar,United Kingdom,"PPG, bilateral (AMT, current US$)",2022,5893391.0,DT.AMT.BLAT.CD
Myanmar,World,"PPG, bilateral (AMT, current US$)",2022,790376904.8,DT.AMT.BLAT.CD
Nepal,Belgium,"PPG, bilateral (AMT, current US$)",2022,607159.8,DT.AMT.BLAT.CD
Nepal,China,"PPG, bilateral (AMT, current US$)",2022,33830294.9,DT.AMT.BLAT.CD
Nepal,France,"PPG, bilateral (AMT, current US$)",2022,323777.9,DT.AMT.BLAT.CD
Nepal,India,"PPG, bilateral (AMT, current US$)",2022,19698439.5,DT.AMT.BLAT.CD
Nepal,Japan,"PPG, bilateral (AMT, current US$)",2022,15082169.1,DT.AMT.BLAT.CD
Nepal,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,4251603.3,DT.AMT.BLAT.CD
Nepal,Kuwait,"PPG, bilateral (AMT, current US$)",2022,1996779.4,DT.AMT.BLAT.CD
Nepal,Saudi Arabia,"PPG, bilateral (AMT, current US$)",2022,4141974.3,DT.AMT.BLAT.CD
Nepal,World,"PPG, bilateral (AMT, current US$)",2022,79932198.2,DT.AMT.BLAT.CD
Nicaragua,China,"PPG, bilateral (AMT, current US$)",2022,300000.0,DT.AMT.BLAT.CD
Nicaragua,"Germany, Fed.Rep. Of","PPG, bilateral (AMT, current US$)",2022,1348828.8,DT.AMT.BLAT.CD
Nicaragua,India,"PPG, bilateral (AMT, current US$)",2022,2198690.5,DT.AMT.BLAT.CD
Nicaragua,"Iran, Islamic Republic Of","PPG, bilateral (AMT, current US$)",2022,4453181.8,DT.AMT.BLAT.CD
Nicaragua,Italy,"PPG, bilateral (AMT, current US$)",2022,0.0,DT.AMT.BLAT.CD
Nicaragua,Japan,"PPG, bilateral (AMT, current US$)",2022,100390.9,DT.AMT.BLAT.CD
Nicaragua,"Korea, Republic Of","PPG, bilateral (AMT, current US$)",2022,4513601.9,DT.AMT.BLAT.CD
