iso_code,date,value,indicator
BOL,2003-01-01,32.4,Stunting (%)
BOL,2008-01-01,27.1,Stunting (%)
BOL,2012-01-01,18.2,Stunting (%)
BOL,2016-01-01,16.1,Stunting (%)
BRA,1989-01-01,19.8,Stunting (%)
BRA,1996-01-01,13.0,Stunting (%)
BRA,2007-01-01,7.0,Stunting (%)
BRB,2012-01-01,7.7,Stunting (%)
BRN,2009-01-01,19.7,Stunting (%)
BTN,1987-01-01,60.9,Stunting (%)
BTN,1999-01-01,47.7,Stunting (%)
BTN,2008-01-01,34.9,Stunting (%)
BTN,2010-01-01,33.5,Stunting (%)
BWA,1996-01-01,35.1,Stunting (%)
BWA,2000-01-01,29.1,Stunting (%)
BWA,2007-01-01,28.9,Stunting (%)
CAF,1994-01-01,41.5,Stunting (%)
CAF,2000-01-01,44.4,Stunting (%)
CAF,2006-01-01,43.6,Stunting (%)
CAF,2010-01-01,40.7,Stunting (%)
CAF,2012-01-01,39.7,Stunting (%)
CAF,2014-01-01,38.0,Stunting (%)
CAF,2018-01-01,37.5,Stunting (%)
CAF,2019-01-01,40.2,Stunting (%)
CHL,1986-01-01,13.5,Stunting (%)
CHL,1994-01-01,4.2,Stunting (%)
CHL,1995-01-01,3.9,Stunting (%)
CHL,1996-01-01,3.7,Stunting (%)
CHL,1998-01-01,3.3,Stunting (%)
CHL,1999-01-01,3.1,Stunting (%)
CHL,2001-01-01,2.8,Stunting (%)
CHL,2002-01-01,2.5,Stunting (%)
CHL,2003-01-01,2.5,Stunting (%)
CHL,2004-01-01,2.4,Stunting (%)
CHL,2006-01-01,2.2,Stunting (%)
CHL,2007-01-01,2.1,Stunting (%)
CHL,2008-01-01,2.0,Stunting (%)
CHL,2013-01-01,1.8,Stunting (%)
CHL,2014-01-01,1.8,Stunting (%)
CHN,1987-01-01,38.3,Stunting (%)
CHN,1990-01-01,32.3,Stunting (%)
CHN,1992-01-01,38.0,Stunting (%)
CHN,1995-01-01,31.2,Stunting (%)
CHN,1998-01-01,19.8,Stunting (%)
CHN,2000-01-01,17.8,Stunting (%)
CHN,2002-01-01,21.8,Stunting (%)
CHN,2005-01-01,11.7,Stunting (%)
CHN,2008-01-01,9.8,Stunting (%)
CHN,2009-01-01,9.0,Stunting (%)
CHN,2010-01-01,9.4,Stunting (%)
CHN,2013-01-01,8.1,Stunting (%)
CHN,2017-01-01,4.8,Stunting (%)
CIV,1986-01-01,19.6,Stunting (%)
CIV,1994-01-01,34.2,Stunting (%)
CIV,1998-01-01,31.2,Stunting (%)
CIV,2007-01-01,39.0,Stunting (%)
CIV,2012-01-01,29.9,Stunting (%)
CIV,2016-01-01,21.6,Stunting (%)
CMR,1991-01-01,31.6,Stunting (%)
CMR,1998-01-01,38.2,Stunting (%)
CMR,2004-01-01,35.6,Stunting (%)
CMR,2006-01-01,37.6,Stunting (%)
CMR,2011-01-01,32.6,Stunting (%)
CMR,2014-01-01,31.7,Stunting (%)
CMR,2018-01-01,28.9,Stunting (%)
COD,1995-01-01,51.0,Stunting (%)
COD,2001-01-01,44.4,Stunting (%)
COD,2007-01-01,45.8,Stunting (%)
COD,2010-01-01,43.4,Stunting (%)
COD,2013-01-01,42.7,Stunting (%)
COD,2017-01-01,41.8,Stunting (%)
COG,1987-01-01,30.1,Stunting (%)
COG,2005-01-01,31.2,Stunting (%)
COG,2011-01-01,24.4,Stunting (%)
COG,2014-01-01,21.2,Stunting (%)
COL,1986-01-01,26.6,Stunting (%)
COL,1989-01-01,21.8,Stunting (%)
COL,1995-01-01,19.6,Stunting (%)
COL,2000-01-01,18.2,Stunting (%)
COL,2005-01-01,16.0,Stunting (%)
COL,2010-01-01,12.6,Stunting (%)
COL,2016-01-01,12.7,Stunting (%)
COM,1992-01-01,38.5,Stunting (%)
COM,1996-01-01,40.0,Stunting (%)
COM,2000-01-01,46.9,Stunting (%)
COM,2012-01-01,31.1,Stunting (%)
CPV,1985-01-01,26.8,Stunting (%)
CPV,1994-01-01,21.4,Stunting (%)
CRI,1996-01-01,8.2,Stunting (%)
CRI,2008-01-01,5.6,Stunting (%)
CRI,2018-01-01,9.0,Stunting (%)
CUB,2000-01-01,7.0,Stunting (%)
CUB,2019-01-01,7.1,Stunting (%)
CZE,1991-01-01,3.1,Stunting (%)
CZE,2001-01-01,2.7,Stunting (%)
DEU,2004-01-01,1.3,Stunting (%)
DEU,2016-01-01,1.7,Stunting (%)
DJI,1989-01-01,28.0,Stunting (%)
DJI,1996-01-01,31.7,Stunting (%)
DJI,2002-01-01,27.1,Stunting (%)
DJI,2012-01-01,33.5,Stunting (%)
DOM,1986-01-01,20.4,Stunting (%)
DOM,1991-01-01,21.1,Stunting (%)
DOM,1996-01-01,13.5,Stunting (%)
DOM,2000-01-01,7.7,Stunting (%)
DOM,2002-01-01,11.6,Stunting (%)
DOM,2006-01-01,8.4,Stunting (%)
DOM,2007-01-01,10.1,Stunting (%)
DOM,2013-01-01,7.1,Stunting (%)
DZA,1987-01-01,16.9,Stunting (%)
DZA,1992-01-01,22.9,Stunting (%)
DZA,1995-01-01,22.5,Stunting (%)
DZA,2000-01-01,23.6,Stunting (%)
DZA,2002-01-01,24.0,Stunting (%)
DZA,2006-01-01,15.4,Stunting (%)
DZA,2012-01-01,11.7,Stunting (%)
DZA,2019-01-01,9.8,Stunting (%)
ECU,1986-01-01,40.2,Stunting (%)
ECU,1999-01-01,27.9,Stunting (%)
ECU,2004-01-01,29.2,Stunting (%)
ECU,2006-01-01,25.9,Stunting (%)
ECU,2012-01-01,25.4,Stunting (%)
ECU,2014-01-01,23.9,Stunting (%)
ECU,2019-01-01,23.0,Stunting (%)
EGY,1988-01-01,34.0,Stunting (%)
EGY,1991-01-01,34.9,Stunting (%)
EGY,1992-01-01,31.1,Stunting (%)
EGY,1995-01-01,34.8,Stunting (%)
EGY,1998-01-01,26.3,Stunting (%)
EGY,2000-01-01,24.4,Stunting (%)
EGY,2003-01-01,20.2,Stunting (%)
EGY,2005-01-01,23.9,Stunting (%)
EGY,2008-01-01,30.7,Stunting (%)
EGY,2014-01-01,22.3,Stunting (%)
ERI,1993-01-01,69.6,Stunting (%)
ERI,1995-01-01,47.8,Stunting (%)
ERI,2002-01-01,43.0,Stunting (%)
ERI,2010-01-01,52.5,Stunting (%)
EST,2014-01-01,1.2,Stunting (%)
ETH,1992-01-01,66.9,Stunting (%)
ETH,2000-01-01,57.4,Stunting (%)
ETH,2005-01-01,50.0,Stunting (%)
ETH,2011-01-01,44.4,Stunting (%)
ETH,2014-01-01,40.4,Stunting (%)
ETH,2016-01-01,38.3,Stunting (%)
ETH,2019-01-01,36.8,Stunting (%)
FJI,1993-01-01,4.3,Stunting (%)
FJI,2004-01-01,7.5,Stunting (%)
GAB,2000-01-01,25.9,Stunting (%)
GAB,2012-01-01,17.0,Stunting (%)
GEO,1999-01-01,16.1,Stunting (%)
GEO,2005-01-01,14.6,Stunting (%)
GEO,2009-01-01,11.8,Stunting (%)
GEO,2018-01-01,5.8,Stunting (%)
GHA,1988-01-01,42.6,Stunting (%)
GHA,1993-01-01,41.2,Stunting (%)
GHA,1997-01-01,34.7,Stunting (%)
GHA,1998-01-01,30.6,Stunting (%)
GHA,2003-01-01,35.5,Stunting (%)
GHA,2006-01-01,27.9,Stunting (%)
GHA,2008-01-01,28.4,Stunting (%)
GHA,2011-01-01,22.8,Stunting (%)
GHA,2014-01-01,18.8,Stunting (%)
GHA,2017-01-01,17.5,Stunting (%)
GIN,1994-01-01,35.3,Stunting (%)
GIN,1999-01-01,31.1,Stunting (%)
GIN,2005-01-01,39.3,Stunting (%)
GIN,2007-01-01,34.0,Stunting (%)
GIN,2012-01-01,31.1,Stunting (%)
GIN,2016-01-01,32.4,Stunting (%)
GIN,2018-01-01,30.3,Stunting (%)
GMB,1996-01-01,36.1,Stunting (%)
GMB,2000-01-01,24.1,Stunting (%)
GMB,2006-01-01,27.7,Stunting (%)
GMB,2010-01-01,23.4,Stunting (%)
GMB,2012-01-01,21.1,Stunting (%)
GMB,2013-01-01,24.6,Stunting (%)
GMB,2018-01-01,13.6,Stunting (%)
GMB,2020-01-01,17.5,Stunting (%)
GNB,2000-01-01,33.8,Stunting (%)
GNB,2010-01-01,32.0,Stunting (%)
GNB,2012-01-01,26.4,Stunting (%)
GNB,2014-01-01,27.6,Stunting (%)
GNB,2019-01-01,28.1,Stunting (%)
GNQ,1997-01-01,38.7,Stunting (%)
GNQ,2000-01-01,42.7,Stunting (%)
GNQ,2004-01-01,35.0,Stunting (%)
GNQ,2011-01-01,26.2,Stunting (%)
GRC,2003-01-01,1.5,Stunting (%)
GTM,1987-01-01,66.2,Stunting (%)
GTM,1995-01-01,55.4,Stunting (%)
GTM,1999-01-01,53.1,Stunting (%)
GTM,2000-01-01,51.0,Stunting (%)
GTM,2002-01-01,54.8,Stunting (%)
GTM,2009-01-01,51.5,Stunting (%)
GTM,2015-01-01,46.7,Stunting (%)
GUY,1993-01-01,14.7,Stunting (%)
GUY,1997-01-01,14.0,Stunting (%)
GUY,2000-01-01,13.9,Stunting (%)
GUY,2006-01-01,17.9,Stunting (%)
GUY,2009-01-01,19.3,Stunting (%)
GUY,2014-01-01,11.3,Stunting (%)
HND,1987-01-01,43.3,Stunting (%)
HND,1991-01-01,42.7,Stunting (%)
HND,1994-01-01,45.7,Stunting (%)
HND,1996-01-01,38.6,Stunting (%)
HND,2001-01-01,35.5,Stunting (%)
HND,2006-01-01,29.8,Stunting (%)
HND,2012-01-01,22.6,Stunting (%)
HTI,1990-01-01,40.1,Stunting (%)
HTI,1994-01-01,37.1,Stunting (%)
HTI,2000-01-01,28.8,Stunting (%)
HTI,2006-01-01,29.6,Stunting (%)
HTI,2012-01-01,22.0,Stunting (%)
HTI,2017-01-01,21.9,Stunting (%)
IDN,1996-01-01,48.1,Stunting (%)
IDN,2000-01-01,42.4,Stunting (%)
IDN,2001-01-01,41.6,Stunting (%)
IDN,2004-01-01,28.6,Stunting (%)
IDN,2007-01-01,40.1,Stunting (%)
IDN,2010-01-01,39.2,Stunting (%)
IDN,2013-01-01,36.4,Stunting (%)
IDN,2018-01-01,30.8,Stunting (%)
IND,1989-01-01,62.7,Stunting (%)
IND,1991-01-01,61.9,Stunting (%)
IND,1992-01-01,57.7,Stunting (%)
IND,1997-01-01,45.9,Stunting (%)
IND,1999-01-01,54.2,Stunting (%)
IND,2006-01-01,47.8,Stunting (%)
IND,2014-01-01,38.7,Stunting (%)
IND,2015-01-01,37.9,Stunting (%)
IND,2017-01-01,34.7,Stunting (%)
IRN,1995-01-01,24.4,Stunting (%)
IRN,1998-01-01,20.4,Stunting (%)
IRN,2004-01-01,7.1,Stunting (%)
IRN,2010-01-01,6.8,Stunting (%)
IRQ,1991-01-01,27.6,Stunting (%)
IRQ,2000-01-01,28.1,Stunting (%)
IRQ,2003-01-01,33.7,Stunting (%)
IRQ,2004-01-01,20.0,Stunting (%)
IRQ,2006-01-01,27.5,Stunting (%)
IRQ,2011-01-01,22.1,Stunting (%)
IRQ,2018-01-01,12.6,Stunting (%)
JAM,1996-01-01,11.2,Stunting (%)
JAM,1997-01-01,8.7,Stunting (%)
JAM,1998-01-01,9.5,Stunting (%)
JAM,1999-01-01,5.7,Stunting (%)
JAM,2000-01-01,7.2,Stunting (%)
JAM,2001-01-01,6.6,Stunting (%)
JAM,2002-01-01,8.2,Stunting (%)
JAM,2004-01-01,4.9,Stunting (%)
JAM,2006-01-01,7.5,Stunting (%)
JAM,2007-01-01,5.4,Stunting (%)
JAM,2008-01-01,6.9,Stunting (%)
JAM,2010-01-01,6.0,Stunting (%)
JAM,2012-01-01,6.8,Stunting (%)
JAM,2014-01-01,6.0,Stunting (%)
JAM,2016-01-01,9.3,Stunting (%)
JOR,1990-01-01,20.0,Stunting (%)
JOR,1997-01-01,11.1,Stunting (%)
JOR,2002-01-01,11.7,Stunting (%)
JOR,2009-01-01,8.2,Stunting (%)
JOR,2012-01-01,7.8,Stunting (%)
JPN,2010-01-01,7.1,Stunting (%)
KAZ,1995-01-01,23.3,Stunting (%)
KAZ,1999-01-01,13.2,Stunting (%)
KAZ,2006-01-01,17.5,Stunting (%)
KAZ,2010-01-01,13.1,Stunting (%)
KAZ,2015-01-01,8.0,Stunting (%)
KEN,1987-01-01,37.0,Stunting (%)
KEN,1993-01-01,40.2,Stunting (%)
KEN,1994-01-01,41.1,Stunting (%)
KEN,1998-01-01,37.4,Stunting (%)
KEN,2000-01-01,40.8,Stunting (%)
KEN,2003-01-01,35.8,Stunting (%)
KEN,2005-01-01,40.3,Stunting (%)
KEN,2008-01-01,35.5,Stunting (%)
KEN,2011-01-01,26.3,Stunting (%)
KEN,2014-01-01,26.2,Stunting (%)
KGZ,1997-01-01,36.2,Stunting (%)
KGZ,2006-01-01,18.1,Stunting (%)
KGZ,2009-01-01,22.6,Stunting (%)
KGZ,2012-01-01,17.9,Stunting (%)
KGZ,2014-01-01,12.9,Stunting (%)
KGZ,2018-01-01,11.8,Stunting (%)
KHM,1996-01-01,58.6,Stunting (%)
KHM,2000-01-01,49.0,Stunting (%)
KHM,2005-01-01,42.8,Stunting (%)
KHM,2008-01-01,39.5,Stunting (%)
KHM,2010-01-01,39.8,Stunting (%)
KHM,2014-01-01,32.4,Stunting (%)
KIR,1985-01-01,34.4,Stunting (%)
KIR,2018-01-01,15.2,Stunting (%)
KOR,2003-01-01,2.5,Stunting (%)
KOR,2009-01-01,2.5,Stunting (%)
KWT,2003-01-01,3.9,Stunting (%)
KWT,2004-01-01,4.1,Stunting (%)
KWT,2005-01-01,4.5,Stunting (%)
KWT,2006-01-01,4.6,Stunting (%)
KWT,2007-01-01,5.1,Stunting (%)
KWT,2008-01-01,5.1,Stunting (%)
KWT,2009-01-01,3.8,Stunting (%)
KWT,2010-01-01,4.1,Stunting (%)
KWT,2011-01-01,4.0,Stunting (%)
KWT,2012-01-01,4.3,Stunting (%)
KWT,2013-01-01,4.8,Stunting (%)
KWT,2014-01-01,5.8,Stunting (%)
KWT,2015-01-01,4.9,Stunting (%)
KWT,2016-01-01,5.9,Stunting (%)
KWT,2017-01-01,6.4,Stunting (%)
LAO,1993-01-01,53.6,Stunting (%)
LAO,1994-01-01,52.9,Stunting (%)
LAO,2000-01-01,47.5,Stunting (%)
LAO,2006-01-01,47.7,Stunting (%)
LAO,2011-01-01,44.2,Stunting (%)
LAO,2015-01-01,35.5,Stunting (%)
LAO,2017-01-01,33.1,Stunting (%)
LBN,1996-01-01,17.2,Stunting (%)
LBN,2004-01-01,16.5,Stunting (%)
LBR,2000-01-01,45.3,Stunting (%)
LBR,2007-01-01,39.6,Stunting (%)
LBR,2010-01-01,39.0,Stunting (%)
LBR,2013-01-01,32.1,Stunting (%)
LBR,2016-01-01,30.1,Stunting (%)
LBR,2019-01-01,29.8,Stunting (%)
LBY,1995-01-01,21.1,Stunting (%)
LBY,2007-01-01,21.0,Stunting (%)
LBY,2014-01-01,38.1,Stunting (%)
LCA,2012-01-01,2.5,Stunting (%)
LKA,1987-01-01,32.3,Stunting (%)
LKA,1993-01-01,28.7,Stunting (%)
LKA,1995-01-01,26.1,Stunting (%)
LKA,2000-01-01,18.3,Stunting (%)
LKA,2007-01-01,18.1,Stunting (%)
LKA,2009-01-01,19.2,Stunting (%)
LKA,2012-01-01,14.6,Stunting (%)
LKA,2016-01-01,17.3,Stunting (%)
LSO,1992-01-01,39.2,Stunting (%)
LSO,1993-01-01,37.5,Stunting (%)
LSO,2004-01-01,44.7,Stunting (%)
LSO,2009-01-01,39.3,Stunting (%)
LSO,2014-01-01,33.4,Stunting (%)
LSO,2018-01-01,34.6,Stunting (%)
MAR,1987-01-01,31.0,Stunting (%)
MAR,1992-01-01,30.1,Stunting (%)
MAR,1997-01-01,28.9,Stunting (%)
MAR,2003-01-01,23.1,Stunting (%)
MAR,2011-01-01,14.9,Stunting (%)
MAR,2017-01-01,15.1,Stunting (%)
MDA,2005-01-01,10.7,Stunting (%)
MDA,2012-01-01,6.4,Stunting (%)
MDG,1992-01-01,60.5,Stunting (%)
MDG,1993-01-01,54.1,Stunting (%)
MDG,1995-01-01,55.2,Stunting (%)
MDG,1997-01-01,58.2,Stunting (%)
MDG,2004-01-01,52.7,Stunting (%)
MDG,2009-01-01,49.4,Stunting (%)
MDG,2012-01-01,48.9,Stunting (%)
MDG,2018-01-01,41.6,Stunting (%)
MDV,1994-01-01,36.1,Stunting (%)
MDV,1995-01-01,33.0,Stunting (%)
MDV,1997-01-01,43.0,Stunting (%)
MDV,2001-01-01,31.9,Stunting (%)
MDV,2009-01-01,19.0,Stunting (%)
MDV,2017-01-01,15.3,Stunting (%)
MEX,1988-01-01,26.9,Stunting (%)
MEX,1989-01-01,26.0,Stunting (%)
MEX,1996-01-01,25.8,Stunting (%)
MEX,1998-01-01,21.4,Stunting (%)
MEX,2006-01-01,15.5,Stunting (%)
MEX,2012-01-01,13.6,Stunting (%)
MEX,2015-01-01,12.4,Stunting (%)
MEX,2016-01-01,10.0,Stunting (%)
MEX,2019-01-01,14.1,Stunting (%)
MHL,2017-01-01,34.8,Stunting (%)
MKD,1999-01-01,8.0,Stunting (%)
MKD,2005-01-01,11.3,Stunting (%)
MKD,2011-01-01,4.9,Stunting (%)
MKD,2019-01-01,4.3,Stunting (%)
MLI,1987-01-01,35.8,Stunting (%)
MLI,1996-01-01,39.9,Stunting (%)
MLI,2001-01-01,42.5,Stunting (%)
MLI,2006-01-01,37.6,Stunting (%)
MLI,2010-01-01,27.8,Stunting (%)
MLI,2011-01-01,27.9,Stunting (%)
MLI,2014-01-01,28.1,Stunting (%)
MLI,2015-01-01,30.4,Stunting (%)
MLI,2016-01-01,26.4,Stunting (%)
MLI,2017-01-01,24.6,Stunting (%)
MLI,2018-01-01,26.9,Stunting (%)
MLI,2019-01-01,26.4,Stunting (%)
MMR,1991-01-01,53.6,Stunting (%)
MMR,1994-01-01,58.7,Stunting (%)
MMR,1997-01-01,55.4,Stunting (%)
MMR,2000-01-01,40.8,Stunting (%)
MMR,2003-01-01,42.7,Stunting (%)
MMR,2009-01-01,35.1,Stunting (%)
MMR,2016-01-01,29.4,Stunting (%)
MMR,2018-01-01,26.7,Stunting (%)
MNE,2005-01-01,7.9,Stunting (%)
MNE,2013-01-01,9.4,Stunting (%)
MNE,2018-01-01,7.2,Stunting (%)
MNG,1992-01-01,33.1,Stunting (%)
MNG,1999-01-01,30.1,Stunting (%)
MNG,2000-01-01,29.8,Stunting (%)
MNG,2004-01-01,23.5,Stunting (%)
MNG,2005-01-01,27.5,Stunting (%)
MNG,2010-01-01,15.3,Stunting (%)
MNG,2013-01-01,10.8,Stunting (%)
MNG,2016-01-01,7.3,Stunting (%)
MNG,2018-01-01,9.4,Stunting (%)
MOZ,1995-01-01,59.9,Stunting (%)
MOZ,1997-01-01,48.7,Stunting (%)
MOZ,2001-01-01,50.7,Stunting (%)
MOZ,2003-01-01,46.9,Stunting (%)
MOZ,2008-01-01,43.5,Stunting (%)
MOZ,2011-01-01,42.9,Stunting (%)
MOZ,2015-01-01,42.3,Stunting (%)
MRT,1988-01-01,40.2,Stunting (%)
MRT,1996-01-01,49.8,Stunting (%)
MRT,2000-01-01,38.6,Stunting (%)
MRT,2007-01-01,31.5,Stunting (%)
MRT,2008-01-01,23.6,Stunting (%)
MRT,2011-01-01,29.7,Stunting (%)
MRT,2012-01-01,23.2,Stunting (%)
MRT,2015-01-01,27.9,Stunting (%)
MRT,2018-01-01,22.8,Stunting (%)
MUS,1985-01-01,27.3,Stunting (%)
MUS,1995-01-01,13.6,Stunting (%)
MWI,1992-01-01,55.4,Stunting (%)
MWI,1995-01-01,53.8,Stunting (%)
MWI,1998-01-01,62.3,Stunting (%)
MWI,2000-01-01,54.7,Stunting (%)
MWI,2002-01-01,58.3,Stunting (%)
MWI,2004-01-01,52.5,Stunting (%)
MWI,2006-01-01,53.1,Stunting (%)
MWI,2009-01-01,48.8,Stunting (%)
MWI,2010-01-01,47.3,Stunting (%)
MWI,2014-01-01,42.4,Stunting (%)
MWI,2015-01-01,37.4,Stunting (%)
MWI,2016-01-01,38.3,Stunting (%)
MWI,2017-01-01,39.3,Stunting (%)
MWI,2018-01-01,39.0,Stunting (%)
MWI,2019-01-01,40.9,Stunting (%)
MYS,1999-01-01,20.7,Stunting (%)
MYS,2006-01-01,17.5,Stunting (%)
MYS,2015-01-01,17.7,Stunting (%)
MYS,2016-01-01,20.7,Stunting (%)
MYS,2019-01-01,21.8,Stunting (%)
NAM,1992-01-01,35.6,Stunting (%)
NAM,2000-01-01,29.3,Stunting (%)
NAM,2007-01-01,29.2,Stunting (%)
NAM,2013-01-01,22.7,Stunting (%)
NER,1998-01-01,50.7,Stunting (%)
NER,2000-01-01,53.5,Stunting (%)
NER,2006-01-01,51.0,Stunting (%)
NER,2007-01-01,49.2,Stunting (%)
NER,2008-01-01,43.8,Stunting (%)
NER,2009-01-01,45.5,Stunting (%)
NER,2010-01-01,47.4,Stunting (%)
NER,2011-01-01,50.9,Stunting (%)
NER,2012-01-01,39.9,Stunting (%)
NER,2013-01-01,42.5,Stunting (%)
NER,2014-01-01,42.2,Stunting (%)
NER,2015-01-01,46.4,Stunting (%)
NER,2016-01-01,41.3,Stunting (%)
NER,2018-01-01,48.5,Stunting (%)
NER,2019-01-01,47.1,Stunting (%)
NGA,1990-01-01,48.7,Stunting (%)
NGA,1993-01-01,43.8,Stunting (%)
NGA,2003-01-01,42.5,Stunting (%)
NGA,2011-01-01,35.8,Stunting (%)
NGA,2014-01-01,33.6,Stunting (%)
NGA,2015-01-01,33.0,Stunting (%)
NGA,2016-01-01,43.6,Stunting (%)
NGA,2018-01-01,36.8,Stunting (%)
NGA,2020-01-01,31.5,Stunting (%)
NIC,1993-01-01,29.6,Stunting (%)
NIC,1998-01-01,30.5,Stunting (%)
NIC,2001-01-01,25.1,Stunting (%)
NIC,2004-01-01,18.8,Stunting (%)
NIC,2007-01-01,23.1,Stunting (%)
NIC,2012-01-01,17.3,Stunting (%)
NLD,1996-01-01,1.3,Stunting (%)
NLD,2009-01-01,1.5,Stunting (%)
NPL,1995-01-01,68.2,Stunting (%)
NPL,1996-01-01,65.7,Stunting (%)
NPL,1998-01-01,61.1,Stunting (%)
NPL,2001-01-01,56.1,Stunting (%)
NPL,2006-01-01,49.1,Stunting (%)
NPL,2011-01-01,40.1,Stunting (%)
NPL,2014-01-01,37.1,Stunting (%)
NPL,2016-01-01,36.1,Stunting (%)
NPL,2019-01-01,31.5,Stunting (%)
NRU,2007-01-01,24.0,Stunting (%)
OMN,1991-01-01,24.2,Stunting (%)
OMN,1994-01-01,21.1,Stunting (%)
OMN,1999-01-01,15.8,Stunting (%)
OMN,2009-01-01,9.8,Stunting (%)
OMN,2014-01-01,14.1,Stunting (%)
OMN,2017-01-01,11.4,Stunting (%)
PAK,1986-01-01,62.5,Stunting (%)
PAK,1991-01-01,53.9,Stunting (%)
PAK,1992-01-01,42.7,Stunting (%)
PAK,2001-01-01,41.4,Stunting (%)
PAK,2011-01-01,43.6,Stunting (%)
PAK,2013-01-01,45.0,Stunting (%)
PAK,2018-01-01,37.6,Stunting (%)
PAN,1997-01-01,16.8,Stunting (%)
PAN,2003-01-01,23.7,Stunting (%)
PAN,2008-01-01,19.0,Stunting (%)
PAN,2019-01-01,15.8,Stunting (%)
PER,1996-01-01,31.6,Stunting (%)
PER,2000-01-01,31.3,Stunting (%)
PER,2005-01-01,29.2,Stunting (%)
PER,2007-01-01,28.0,Stunting (%)
PER,2009-01-01,23.9,Stunting (%)
PER,2010-01-01,23.3,Stunting (%)
PER,2011-01-01,19.5,Stunting (%)
PER,2012-01-01,18.4,Stunting (%)
PER,2013-01-01,17.6,Stunting (%)
PER,2014-01-01,14.8,Stunting (%)
PER,2015-01-01,14.7,Stunting (%)
PER,2016-01-01,13.1,Stunting (%)
