indicator,date,value,iso_code,country_name
Food Inflation,2005-02-28,3.8,MMR,Myanmar
Food Inflation,2005-03-31,7.1,MMR,Myanmar
Food Inflation,2005-04-30,8.8,MMR,Myanmar
Food Inflation,2005-05-31,9.3,MMR,Myanmar
Food Inflation,2005-06-30,9.2,MMR,Myanmar
Food Inflation,2005-07-31,9.4,MMR,Myanmar
Food Inflation,2005-08-31,9.4,MMR,Myanmar
Food Inflation,2005-09-30,10.5,MMR,Myanmar
Food Inflation,2005-10-31,12.7,MMR,Myanmar
Food Inflation,2005-11-30,13.9,MMR,Myanmar
Food Inflation,2005-12-31,15.3,MMR,Myanmar
Food Inflation,2006-01-31,11.0,MMR,Myanmar
Food Inflation,2006-02-28,13.2,MMR,Myanmar
Food Inflation,2006-03-31,13.3,MMR,Myanmar
Food Inflation,2006-04-30,13.3,MMR,Myanmar
Food Inflation,2006-05-31,17.3,MMR,Myanmar
Food Inflation,2006-06-30,21.0,MMR,Myanmar
Food Inflation,2006-07-31,23.4,MMR,Myanmar
Food Inflation,2006-08-31,25.6,MMR,Myanmar
Food Inflation,2006-09-30,24.8,MMR,Myanmar
Food Inflation,2006-10-31,24.8,MMR,Myanmar
Food Inflation,2006-11-30,27.6,MMR,Myanmar
Food Inflation,2006-12-31,28.7,MMR,Myanmar
Food Inflation,2007-01-31,35.9,MMR,Myanmar
Food Inflation,2007-02-28,38.9,MMR,Myanmar
Food Inflation,2007-03-31,39.8,MMR,Myanmar
Food Inflation,2007-04-30,42.1,MMR,Myanmar
Food Inflation,2007-05-31,39.9,MMR,Myanmar
Food Inflation,2007-06-30,37.3,MMR,Myanmar
Food Inflation,2007-07-31,36.1,MMR,Myanmar
Food Inflation,2007-08-31,34.2,MMR,Myanmar
Food Inflation,2007-09-30,34.2,MMR,Myanmar
Food Inflation,2007-10-31,32.4,MMR,Myanmar
Food Inflation,2007-11-30,29.4,MMR,Myanmar
Food Inflation,2007-12-31,28.3,MMR,Myanmar
Food Inflation,2008-01-31,29.4,MMR,Myanmar
Food Inflation,2008-02-29,29.7,MMR,Myanmar
Food Inflation,2009-03-31,0.9,MMR,Myanmar
Food Inflation,2009-04-30,1.9,MMR,Myanmar
Food Inflation,2009-05-31,-1.3,MMR,Myanmar
Food Inflation,2009-06-30,-0.4,MMR,Myanmar
Food Inflation,2009-07-31,-1.6,MMR,Myanmar
Food Inflation,2009-08-31,-3.3,MMR,Myanmar
Food Inflation,2009-09-30,-2.5,MMR,Myanmar
Food Inflation,2009-10-31,-2.2,MMR,Myanmar
Food Inflation,2009-11-30,-1.8,MMR,Myanmar
Food Inflation,2009-12-31,-0.9,MMR,Myanmar
Food Inflation,2010-01-31,2.9,MMR,Myanmar
Food Inflation,2010-02-28,4.6,MMR,Myanmar
Food Inflation,2010-03-31,5.6,MMR,Myanmar
Food Inflation,2010-04-30,5.8,MMR,Myanmar
Food Inflation,2010-05-31,7.4,MMR,Myanmar
Food Inflation,2010-06-30,8.5,MMR,Myanmar
Food Inflation,2010-07-31,8.4,MMR,Myanmar
Food Inflation,2010-08-31,7.9,MMR,Myanmar
Food Inflation,2010-09-30,6.8,MMR,Myanmar
Food Inflation,2010-10-31,8.0,MMR,Myanmar
Food Inflation,2010-11-30,9.8,MMR,Myanmar
Food Inflation,2010-12-31,11.0,MMR,Myanmar
Food Inflation,2011-01-31,9.7,MMR,Myanmar
Food Inflation,2011-02-28,9.7,MMR,Myanmar
Food Inflation,2011-03-31,9.4,MMR,Myanmar
Food Inflation,2011-04-30,8.8,MMR,Myanmar
Food Inflation,2011-05-31,7.3,MMR,Myanmar
Food Inflation,2011-06-30,4.3,MMR,Myanmar
Food Inflation,2011-07-31,2.5,MMR,Myanmar
Food Inflation,2011-08-31,1.1,MMR,Myanmar
Food Inflation,2011-09-30,0.8,MMR,Myanmar
Food Inflation,2011-10-31,-1.0,MMR,Myanmar
Food Inflation,2011-11-30,-1.9,MMR,Myanmar
Food Inflation,2011-12-31,-2.4,MMR,Myanmar
Food Inflation,2012-01-31,-4.7,MMR,Myanmar
Food Inflation,2012-02-29,-5.5,MMR,Myanmar
Food Inflation,2012-03-31,-5.5,MMR,Myanmar
Food Inflation,2012-04-30,-6.3,MMR,Myanmar
Food Inflation,2012-05-31,-5.5,MMR,Myanmar
Food Inflation,2012-06-30,-4.3,MMR,Myanmar
Food Inflation,2012-07-31,-2.4,MMR,Myanmar
Food Inflation,2012-08-31,-0.1,MMR,Myanmar
Food Inflation,2012-09-30,2.7,MMR,Myanmar
Food Inflation,2012-10-31,4.4,MMR,Myanmar
Food Inflation,2012-11-30,4.8,MMR,Myanmar
Food Inflation,2012-12-31,5.3,MMR,Myanmar
Food Inflation,2013-01-31,5.5,MMR,Myanmar
Food Inflation,2013-02-28,4.7,MMR,Myanmar
Food Inflation,2013-03-31,5.1,MMR,Myanmar
Food Inflation,2013-04-30,6.5,MMR,Myanmar
Food Inflation,2013-05-31,7.0,MMR,Myanmar
Food Inflation,2013-06-30,7.0,MMR,Myanmar
Food Inflation,2013-07-31,8.1,MMR,Myanmar
Food Inflation,2013-08-31,8.4,MMR,Myanmar
Food Inflation,2013-09-30,6.3,MMR,Myanmar
Food Inflation,2013-10-31,5.1,MMR,Myanmar
Food Inflation,2013-11-30,4.7,MMR,Myanmar
Food Inflation,2013-12-31,4.4,MMR,Myanmar
Food Inflation,2014-01-31,6.8306,MMR,Myanmar
Food Inflation,2014-02-28,8.5651,MMR,Myanmar
Food Inflation,2014-03-31,9.2599,MMR,Myanmar
Food Inflation,2014-04-30,8.6871,MMR,Myanmar
Food Inflation,2014-05-31,8.2432,MMR,Myanmar
Food Inflation,2014-06-30,7.8827,MMR,Myanmar
Food Inflation,2014-07-31,7.2865,MMR,Myanmar
Food Inflation,2014-08-31,5.446,MMR,Myanmar
Food Inflation,2014-09-30,4.5367,MMR,Myanmar
Food Inflation,2014-10-31,4.8351,MMR,Myanmar
Food Inflation,2014-11-30,5.0186,MMR,Myanmar
Food Inflation,2014-12-31,6.5915,MMR,Myanmar
Food Inflation,2015-01-31,7.9557,MMR,Myanmar
Food Inflation,2015-02-28,8.2921,MMR,Myanmar
Food Inflation,2015-03-31,8.2567,MMR,Myanmar
Food Inflation,2015-04-30,8.5226,MMR,Myanmar
Food Inflation,2015-05-31,9.0909,MMR,Myanmar
Food Inflation,2015-06-30,10.182,MMR,Myanmar
Food Inflation,2015-07-31,12.076,MMR,Myanmar
Food Inflation,2015-08-31,17.8012,MMR,Myanmar
Food Inflation,2015-09-30,19.3892,MMR,Myanmar
Food Inflation,2015-10-31,20.1869,MMR,Myanmar
Food Inflation,2015-11-30,20.4372,MMR,Myanmar
Food Inflation,2015-12-31,14.4063,MMR,Myanmar
Food Inflation,2016-01-31,11.5915,MMR,Myanmar
Food Inflation,2016-02-29,11.5449,MMR,Myanmar
Food Inflation,2016-03-31,11.823,MMR,Myanmar
Food Inflation,2016-04-30,13.9357,MMR,Myanmar
Food Inflation,2016-05-31,12.9008,MMR,Myanmar
Food Inflation,2016-06-30,12.8002,MMR,Myanmar
Food Inflation,2016-07-31,11.9477,MMR,Myanmar
Food Inflation,2016-08-31,6.1943,MMR,Myanmar
Food Inflation,2016-09-30,4.4998,MMR,Myanmar
Food Inflation,2016-10-31,4.0555,MMR,Myanmar
