indicator,date,value,iso_code,country_name
Food Inflation,2010-01-31,7.36,YEM,Yemen
Food Inflation,2010-02-28,6.9,YEM,Yemen
Food Inflation,2010-03-31,5.79,YEM,Yemen
Food Inflation,2010-04-30,10.27,YEM,Yemen
Food Inflation,2010-05-31,12.38,YEM,Yemen
Food Inflation,2010-06-30,11.68,YEM,Yemen
Food Inflation,2010-07-31,12.17,YEM,Yemen
Food Inflation,2010-08-31,11.64,YEM,Yemen
Food Inflation,2010-09-30,10.65,YEM,Yemen
Food Inflation,2010-10-31,10.12,YEM,Yemen
Food Inflation,2010-11-30,12.15,YEM,Yemen
Food Inflation,2010-12-31,8.7,YEM,Yemen
Food Inflation,2011-01-31,9.69,YEM,Yemen
Food Inflation,2011-02-28,11.9,YEM,Yemen
Food Inflation,2011-03-31,12.44,YEM,Yemen
Food Inflation,2011-04-30,10.46,YEM,Yemen
Food Inflation,2011-05-31,10.52,YEM,Yemen
Food Inflation,2011-06-30,14.66,YEM,Yemen
Food Inflation,2011-07-31,17.29,YEM,Yemen
Food Inflation,2011-08-31,16.39,YEM,Yemen
Food Inflation,2011-09-30,16.94,YEM,Yemen
Food Inflation,2011-10-31,17.82,YEM,Yemen
Food Inflation,2011-11-30,21.07,YEM,Yemen
Food Inflation,2011-12-31,20.65,YEM,Yemen
Food Inflation,2012-01-31,22.52,YEM,Yemen
Food Inflation,2012-02-29,13.89,YEM,Yemen
Food Inflation,2012-03-31,12.16,YEM,Yemen
Food Inflation,2012-04-30,11.6,YEM,Yemen
Food Inflation,2012-05-31,10.43,YEM,Yemen
Food Inflation,2012-06-30,7.47,YEM,Yemen
Food Inflation,2012-07-31,7.93,YEM,Yemen
Food Inflation,2012-08-31,8.45,YEM,Yemen
Food Inflation,2012-09-30,9.5,YEM,Yemen
Food Inflation,2012-10-31,8.4,YEM,Yemen
Food Inflation,2012-11-30,6.15,YEM,Yemen
Food Inflation,2012-12-31,7.03,YEM,Yemen
Food Inflation,2013-01-31,6.7,YEM,Yemen
Food Inflation,2013-02-28,14.31,YEM,Yemen
Food Inflation,2013-03-31,15.76,YEM,Yemen
Food Inflation,2013-04-30,16.32,YEM,Yemen
Food Inflation,2013-05-31,16.64,YEM,Yemen
Food Inflation,2013-06-30,15.14,YEM,Yemen
Food Inflation,2013-07-31,11.7,YEM,Yemen
Food Inflation,2013-08-31,9.66,YEM,Yemen
Food Inflation,2013-09-30,7.93,YEM,Yemen
Food Inflation,2013-10-31,8.52,YEM,Yemen
Food Inflation,2013-11-30,7.78,YEM,Yemen
Food Inflation,2013-12-31,6.21,YEM,Yemen
Food Inflation,2014-01-31,4.97,YEM,Yemen
Food Inflation,2014-02-28,4.44,YEM,Yemen
Food Inflation,2014-03-31,4.76,YEM,Yemen
Food Inflation,2014-04-30,4.43,YEM,Yemen
Food Inflation,2014-05-31,1.3,YEM,Yemen
Food Inflation,2014-06-30,1.77,YEM,Yemen
Food Inflation,2014-07-31,5.47,YEM,Yemen
Food Inflation,2014-08-31,7.24,YEM,Yemen
Food Inflation,2014-09-30,2.13,YEM,Yemen
Food Inflation,2014-10-31,3.47,YEM,Yemen
Food Inflation,2014-11-30,3.54,YEM,Yemen
Food Inflation,2014-12-31,6.11,YEM,Yemen
Inflation Rate,2006-01-31,13.81,YEM,Yemen
Inflation Rate,2006-02-28,13.32,YEM,Yemen
Inflation Rate,2006-03-31,12.87,YEM,Yemen
Inflation Rate,2006-04-30,12.48,YEM,Yemen
Inflation Rate,2006-05-31,14.55,YEM,Yemen
Inflation Rate,2006-06-30,13.76,YEM,Yemen
Inflation Rate,2006-07-31,11.03,YEM,Yemen
Inflation Rate,2006-08-31,7.62,YEM,Yemen
Inflation Rate,2006-09-30,8.24,YEM,Yemen
Inflation Rate,2006-10-31,8.61,YEM,Yemen
Inflation Rate,2006-11-30,7.4,YEM,Yemen
Inflation Rate,2006-12-31,7.86,YEM,Yemen
Inflation Rate,2007-01-31,7.22,YEM,Yemen
Inflation Rate,2007-02-28,7.9,YEM,Yemen
Inflation Rate,2007-03-31,6.79,YEM,Yemen
Inflation Rate,2007-04-30,6.57,YEM,Yemen
Inflation Rate,2007-05-31,5.19,YEM,Yemen
Inflation Rate,2007-06-30,6.88,YEM,Yemen
Inflation Rate,2007-07-31,8.33,YEM,Yemen
Inflation Rate,2007-08-31,9.27,YEM,Yemen
Inflation Rate,2007-09-30,9.17,YEM,Yemen
