indicator,date,value,iso_code,country_name
Food Inflation,2011-01-31,3.65,NCL,New Caledonia
Food Inflation,2011-02-28,6.6,NCL,New Caledonia
Food Inflation,2011-03-31,6.0,NCL,New Caledonia
Food Inflation,2011-04-30,5.34,NCL,New Caledonia
Food Inflation,2011-05-31,4.3,NCL,New Caledonia
Food Inflation,2011-06-30,3.82,NCL,New Caledonia
Food Inflation,2011-07-31,4.55,NCL,New Caledonia
Food Inflation,2011-08-31,4.03,NCL,New Caledonia
Food Inflation,2011-09-30,3.8,NCL,New Caledonia
Food Inflation,2011-10-31,3.29,NCL,New Caledonia
Food Inflation,2011-11-30,2.73,NCL,New Caledonia
Food Inflation,2011-12-31,4.0,NCL,New Caledonia
Food Inflation,2012-01-31,2.67,NCL,New Caledonia
Food Inflation,2012-02-29,-0.03,NCL,New Caledonia
Food Inflation,2012-03-31,1.21,NCL,New Caledonia
Food Inflation,2012-04-30,3.31,NCL,New Caledonia
Food Inflation,2012-05-31,2.55,NCL,New Caledonia
Food Inflation,2012-06-30,1.15,NCL,New Caledonia
Food Inflation,2012-07-31,1.09,NCL,New Caledonia
Food Inflation,2012-08-31,1.88,NCL,New Caledonia
Food Inflation,2012-09-30,2.42,NCL,New Caledonia
Food Inflation,2012-10-31,2.66,NCL,New Caledonia
Food Inflation,2012-11-30,3.52,NCL,New Caledonia
Food Inflation,2012-12-31,1.33,NCL,New Caledonia
Food Inflation,2013-01-31,2.56,NCL,New Caledonia
Food Inflation,2013-02-28,2.96,NCL,New Caledonia
Food Inflation,2013-03-31,2.34,NCL,New Caledonia
Food Inflation,2013-04-30,1.54,NCL,New Caledonia
Food Inflation,2013-05-31,2.89,NCL,New Caledonia
Food Inflation,2013-06-30,3.42,NCL,New Caledonia
Food Inflation,2013-07-31,2.84,NCL,New Caledonia
Food Inflation,2013-08-31,2.41,NCL,New Caledonia
Food Inflation,2013-09-30,0.51,NCL,New Caledonia
Food Inflation,2013-10-31,-0.45,NCL,New Caledonia
Food Inflation,2013-11-30,0.2,NCL,New Caledonia
Food Inflation,2013-12-31,1.52,NCL,New Caledonia
Food Inflation,2014-01-31,-0.71,NCL,New Caledonia
Food Inflation,2014-02-28,0.48,NCL,New Caledonia
Food Inflation,2014-03-31,0.1,NCL,New Caledonia
Food Inflation,2014-04-30,-1.23,NCL,New Caledonia
Food Inflation,2014-05-31,-0.99,NCL,New Caledonia
Food Inflation,2014-06-30,-0.56,NCL,New Caledonia
Food Inflation,2014-07-31,-0.89,NCL,New Caledonia
Food Inflation,2014-08-31,-0.7,NCL,New Caledonia
Food Inflation,2014-09-30,1.1,NCL,New Caledonia
Food Inflation,2014-10-31,3.0,NCL,New Caledonia
Food Inflation,2014-11-30,1.3,NCL,New Caledonia
Food Inflation,2014-12-31,0.9,NCL,New Caledonia
Food Inflation,2015-01-31,1.4,NCL,New Caledonia
Food Inflation,2015-02-28,1.3,NCL,New Caledonia
Food Inflation,2015-03-31,3.6,NCL,New Caledonia
Food Inflation,2015-04-30,3.6,NCL,New Caledonia
Food Inflation,2015-05-31,1.9,NCL,New Caledonia
Food Inflation,2015-06-30,1.3,NCL,New Caledonia
Food Inflation,2015-07-31,2.0,NCL,New Caledonia
Food Inflation,2015-08-31,2.2,NCL,New Caledonia
Food Inflation,2015-09-30,1.9,NCL,New Caledonia
Food Inflation,2015-10-31,0.9,NCL,New Caledonia
Food Inflation,2015-11-30,1.2,NCL,New Caledonia
Food Inflation,2015-12-31,1.3,NCL,New Caledonia
Food Inflation,2016-01-31,1.6,NCL,New Caledonia
Food Inflation,2016-02-29,0.3,NCL,New Caledonia
Food Inflation,2016-03-31,0.7,NCL,New Caledonia
Food Inflation,2016-04-30,1.9,NCL,New Caledonia
Food Inflation,2016-05-31,1.6,NCL,New Caledonia
Food Inflation,2016-06-30,1.7,NCL,New Caledonia
Food Inflation,2016-07-31,3.1,NCL,New Caledonia
Food Inflation,2016-08-31,2.3,NCL,New Caledonia
Food Inflation,2016-09-30,1.8,NCL,New Caledonia
Food Inflation,2016-10-31,1.0,NCL,New Caledonia
Food Inflation,2016-11-30,1.7,NCL,New Caledonia
Food Inflation,2016-12-31,3.1,NCL,New Caledonia
Food Inflation,2017-01-31,1.6,NCL,New Caledonia
Food Inflation,2017-02-27,1.8,NCL,New Caledonia
Food Inflation,2017-03-31,1.1,NCL,New Caledonia
Food Inflation,2017-04-30,0.4,NCL,New Caledonia
Food Inflation,2017-05-31,1.9,NCL,New Caledonia
Food Inflation,2017-06-30,2.14,NCL,New Caledonia
Food Inflation,2017-07-31,-0.25,NCL,New Caledonia
Food Inflation,2017-08-31,1.2,NCL,New Caledonia
Food Inflation,2017-09-30,1.0,NCL,New Caledonia
Food Inflation,2017-10-31,1.98,NCL,New Caledonia
Food Inflation,2017-11-30,1.8,NCL,New Caledonia
Food Inflation,2017-12-31,0.94,NCL,New Caledonia
Food Inflation,2018-01-31,1.8,NCL,New Caledonia
Food Inflation,2018-02-28,2.5,NCL,New Caledonia
Food Inflation,2018-03-31,2.96,NCL,New Caledonia
Food Inflation,2018-04-30,3.94,NCL,New Caledonia
Food Inflation,2018-05-31,2.5,NCL,New Caledonia
Food Inflation,2018-06-30,1.43,NCL,New Caledonia
Food Inflation,2018-07-31,3.23,NCL,New Caledonia
Food Inflation,2018-08-31,1.6,NCL,New Caledonia
Food Inflation,2018-09-30,1.7,NCL,New Caledonia
Food Inflation,2018-10-31,1.9,NCL,New Caledonia
Food Inflation,2018-11-30,0.9,NCL,New Caledonia
Food Inflation,2018-12-31,-0.7,NCL,New Caledonia
Food Inflation,2019-01-31,-0.62,NCL,New Caledonia
Food Inflation,2019-02-28,-1.88,NCL,New Caledonia
Food Inflation,2019-03-31,-2.19,NCL,New Caledonia
Food Inflation,2019-04-30,-3.4,NCL,New Caledonia
Food Inflation,2019-05-31,-2.6,NCL,New Caledonia
Food Inflation,2019-06-30,-1.42,NCL,New Caledonia
Food Inflation,2019-07-31,-1.65,NCL,New Caledonia
Food Inflation,2019-08-31,-1.3,NCL,New Caledonia
Food Inflation,2019-09-30,-1.5,NCL,New Caledonia
Food Inflation,2019-10-31,-1.7,NCL,New Caledonia
Food Inflation,2019-11-30,-0.9,NCL,New Caledonia
Food Inflation,2019-12-31,0.25,NCL,New Caledonia
Food Inflation,2020-01-31,0.85,NCL,New Caledonia
Food Inflation,2020-02-29,1.64,NCL,New Caledonia
Food Inflation,2020-03-31,1.84,NCL,New Caledonia
Food Inflation,2020-04-30,2.6,NCL,New Caledonia
Food Inflation,2020-05-31,3.0,NCL,New Caledonia
Food Inflation,2020-06-30,3.15,NCL,New Caledonia
Food Inflation,2020-07-31,1.93,NCL,New Caledonia
Food Inflation,2020-08-31,2.1,NCL,New Caledonia
Food Inflation,2020-09-30,2.9,NCL,New Caledonia
Food Inflation,2020-10-31,2.4,NCL,New Caledonia
Food Inflation,2020-11-30,3.6,NCL,New Caledonia
Food Inflation,2020-12-31,4.2,NCL,New Caledonia
Food Inflation,2021-01-31,4.86,NCL,New Caledonia
Food Inflation,2021-02-28,5.89,NCL,New Caledonia
Food Inflation,2021-03-31,5.15,NCL,New Caledonia
Food Inflation,2021-04-30,4.57,NCL,New Caledonia
Food Inflation,2021-05-31,4.26,NCL,New Caledonia
Food Inflation,2021-06-30,3.05,NCL,New Caledonia
Food Inflation,2021-07-31,2.49,NCL,New Caledonia
Food Inflation,2021-08-31,1.82,NCL,New Caledonia
Food Inflation,2021-09-30,1.57,NCL,New Caledonia
Food Inflation,2021-10-31,0.69,NCL,New Caledonia
Food Inflation,2021-11-30,1.76,NCL,New Caledonia
Food Inflation,2021-12-31,0.57,NCL,New Caledonia
Food Inflation,2022-01-31,3.35,NCL,New Caledonia
Food Inflation,2022-02-28,3.46,NCL,New Caledonia
Food Inflation,2022-03-31,3.22,NCL,New Caledonia
Food Inflation,2022-04-02,3.73,NCL,New Caledonia
Inflation Rate,1994-01-31,3.14,NCL,New Caledonia
Inflation Rate,1994-02-28,3.29,NCL,New Caledonia
Inflation Rate,1994-03-31,3.28,NCL,New Caledonia
Inflation Rate,1994-04-30,3.09,NCL,New Caledonia
Inflation Rate,1994-05-31,3.01,NCL,New Caledonia
Inflation Rate,1994-06-30,3.16,NCL,New Caledonia
Inflation Rate,1994-07-31,3.0,NCL,New Caledonia
Inflation Rate,1994-08-31,2.68,NCL,New Caledonia
Inflation Rate,1994-09-30,2.93,NCL,New Caledonia
Inflation Rate,1994-10-31,2.72,NCL,New Caledonia
Inflation Rate,1994-11-30,2.31,NCL,New Caledonia
Inflation Rate,1994-12-31,2.05,NCL,New Caledonia
Inflation Rate,1995-01-31,1.88,NCL,New Caledonia
Inflation Rate,1995-02-28,1.72,NCL,New Caledonia
Inflation Rate,1995-03-31,1.78,NCL,New Caledonia
Inflation Rate,1995-04-30,1.2,NCL,New Caledonia
Inflation Rate,1995-05-31,1.68,NCL,New Caledonia
Inflation Rate,1995-06-30,1.07,NCL,New Caledonia
Inflation Rate,1995-07-31,0.96,NCL,New Caledonia
Inflation Rate,1995-08-31,0.97,NCL,New Caledonia
Inflation Rate,1995-09-30,0.79,NCL,New Caledonia
Inflation Rate,1995-10-31,1.2,NCL,New Caledonia
Inflation Rate,1995-11-30,1.34,NCL,New Caledonia
Inflation Rate,1995-12-31,1.63,NCL,New Caledonia
Inflation Rate,1996-01-31,1.61,NCL,New Caledonia
Inflation Rate,1996-02-29,1.19,NCL,New Caledonia
Inflation Rate,1996-03-31,1.12,NCL,New Caledonia
Inflation Rate,1996-04-30,1.15,NCL,New Caledonia
Inflation Rate,1996-05-31,0.71,NCL,New Caledonia
Inflation Rate,1996-06-30,1.22,NCL,New Caledonia
Inflation Rate,1996-07-31,1.56,NCL,New Caledonia
Inflation Rate,1996-08-31,1.66,NCL,New Caledonia
Inflation Rate,1996-09-30,1.71,NCL,New Caledonia
Inflation Rate,1996-10-31,1.65,NCL,New Caledonia
Inflation Rate,1996-11-30,1.62,NCL,New Caledonia
Inflation Rate,1996-12-31,1.68,NCL,New Caledonia
Inflation Rate,1997-01-31,1.95,NCL,New Caledonia
Inflation Rate,1997-02-28,1.88,NCL,New Caledonia
Inflation Rate,1997-03-31,1.64,NCL,New Caledonia
Inflation Rate,1997-04-30,1.79,NCL,New Caledonia
Inflation Rate,1997-05-31,1.64,NCL,New Caledonia
Inflation Rate,1997-06-30,2.0,NCL,New Caledonia
Inflation Rate,1997-07-31,2.31,NCL,New Caledonia
Inflation Rate,1997-08-31,2.08,NCL,New Caledonia
Inflation Rate,1997-09-30,2.05,NCL,New Caledonia
Inflation Rate,1997-10-31,2.29,NCL,New Caledonia
Inflation Rate,1997-11-30,2.21,NCL,New Caledonia
Inflation Rate,1997-12-31,2.03,NCL,New Caledonia
Inflation Rate,1998-01-31,1.69,NCL,New Caledonia
Inflation Rate,1998-02-28,1.66,NCL,New Caledonia
Inflation Rate,1998-03-31,1.66,NCL,New Caledonia
Inflation Rate,1998-04-30,1.86,NCL,New Caledonia
Inflation Rate,1998-05-31,2.0,NCL,New Caledonia
Inflation Rate,1998-06-30,1.77,NCL,New Caledonia
Inflation Rate,1998-07-31,0.97,NCL,New Caledonia
Inflation Rate,1998-08-31,0.6,NCL,New Caledonia
Inflation Rate,1998-09-30,0.49,NCL,New Caledonia
Inflation Rate,1998-10-31,0.2,NCL,New Caledonia
Inflation Rate,1998-11-30,0.23,NCL,New Caledonia
Inflation Rate,1998-12-31,0.29,NCL,New Caledonia
Inflation Rate,1999-01-31,0.28,NCL,New Caledonia
Inflation Rate,1999-02-28,0.76,NCL,New Caledonia
Inflation Rate,1999-03-31,0.66,NCL,New Caledonia
Inflation Rate,1999-04-30,0.17,NCL,New Caledonia
Inflation Rate,1999-05-31,0.01,NCL,New Caledonia
Inflation Rate,1999-06-30,-0.34,NCL,New Caledonia
Inflation Rate,1999-07-31,-0.12,NCL,New Caledonia
Inflation Rate,1999-08-31,0.45,NCL,New Caledonia
Inflation Rate,1999-09-30,0.33,NCL,New Caledonia
Inflation Rate,1999-10-31,0.23,NCL,New Caledonia
Inflation Rate,1999-11-30,0.29,NCL,New Caledonia
Inflation Rate,1999-12-31,0.06,NCL,New Caledonia
Inflation Rate,2000-01-31,0.15,NCL,New Caledonia
