indicator,date,value,iso_code,country_name
Food Inflation,2005-07-31,2.74,PRI,Puerto Rico
Food Inflation,2005-08-31,2.85,PRI,Puerto Rico
Food Inflation,2005-09-30,2.94,PRI,Puerto Rico
Food Inflation,2005-10-31,3.47,PRI,Puerto Rico
Food Inflation,2005-11-30,1.71,PRI,Puerto Rico
Food Inflation,2005-12-31,1.81,PRI,Puerto Rico
Food Inflation,2006-01-31,3.76,PRI,Puerto Rico
Food Inflation,2006-02-28,3.44,PRI,Puerto Rico
Food Inflation,2006-03-31,3.23,PRI,Puerto Rico
Food Inflation,2006-04-30,2.37,PRI,Puerto Rico
Food Inflation,2006-05-31,2.47,PRI,Puerto Rico
Food Inflation,2006-06-30,2.25,PRI,Puerto Rico
Food Inflation,2006-07-31,1.92,PRI,Puerto Rico
Food Inflation,2006-08-31,2.77,PRI,Puerto Rico
Food Inflation,2006-09-30,3.18,PRI,Puerto Rico
Food Inflation,2006-10-31,2.83,PRI,Puerto Rico
Food Inflation,2006-11-30,2.21,PRI,Puerto Rico
Food Inflation,2006-12-31,4.49,PRI,Puerto Rico
Food Inflation,2007-01-31,3.42,PRI,Puerto Rico
Food Inflation,2007-02-28,3.33,PRI,Puerto Rico
Food Inflation,2007-03-31,4.17,PRI,Puerto Rico
Food Inflation,2007-04-30,5.25,PRI,Puerto Rico
Food Inflation,2007-05-31,5.23,PRI,Puerto Rico
Food Inflation,2007-06-30,5.97,PRI,Puerto Rico
Food Inflation,2007-07-31,5.65,PRI,Puerto Rico
Food Inflation,2007-08-31,6.84,PRI,Puerto Rico
Food Inflation,2007-09-30,6.57,PRI,Puerto Rico
Food Inflation,2007-10-31,6.33,PRI,Puerto Rico
Food Inflation,2007-11-30,7.5,PRI,Puerto Rico
Food Inflation,2007-12-31,4.2,PRI,Puerto Rico
Food Inflation,2008-01-31,5.81,PRI,Puerto Rico
Food Inflation,2008-02-29,6.55,PRI,Puerto Rico
Food Inflation,2008-03-31,6.6,PRI,Puerto Rico
Food Inflation,2008-04-30,6.99,PRI,Puerto Rico
Food Inflation,2008-05-31,6.96,PRI,Puerto Rico
Food Inflation,2008-06-30,6.82,PRI,Puerto Rico
Food Inflation,2008-07-31,7.82,PRI,Puerto Rico
Food Inflation,2008-08-31,8.54,PRI,Puerto Rico
Food Inflation,2008-09-30,8.77,PRI,Puerto Rico
Food Inflation,2008-10-31,9.02,PRI,Puerto Rico
Food Inflation,2008-11-30,8.89,PRI,Puerto Rico
Food Inflation,2008-12-31,9.69,PRI,Puerto Rico
Food Inflation,2009-01-31,7.95,PRI,Puerto Rico
Food Inflation,2009-02-28,8.03,PRI,Puerto Rico
Food Inflation,2009-03-31,7.5,PRI,Puerto Rico
Food Inflation,2009-04-30,5.88,PRI,Puerto Rico
Food Inflation,2009-05-31,5.67,PRI,Puerto Rico
Food Inflation,2009-06-30,5.74,PRI,Puerto Rico
Food Inflation,2009-07-31,4.78,PRI,Puerto Rico
Food Inflation,2009-08-31,2.23,PRI,Puerto Rico
Food Inflation,2009-09-30,1.68,PRI,Puerto Rico
Food Inflation,2009-10-31,1.58,PRI,Puerto Rico
Food Inflation,2009-11-30,-0.09,PRI,Puerto Rico
Food Inflation,2009-12-31,0.35,PRI,Puerto Rico
Food Inflation,2010-01-31,0.26,PRI,Puerto Rico
Food Inflation,2010-02-28,0.7,PRI,Puerto Rico
Food Inflation,2010-03-31,0.44,PRI,Puerto Rico
Food Inflation,2010-04-30,1.41,PRI,Puerto Rico
Food Inflation,2010-05-31,0.97,PRI,Puerto Rico
