indicator,date,value,iso_code,country_name
Food Inflation,2010-02-28,7.2,KEN,Kenya
Food Inflation,2010-03-31,4.5,KEN,Kenya
Food Inflation,2010-04-30,3.8,KEN,Kenya
Food Inflation,2010-05-31,4.4,KEN,Kenya
Food Inflation,2010-06-30,4.4,KEN,Kenya
Food Inflation,2010-08-31,5.5,KEN,Kenya
Food Inflation,2010-09-30,5.68,KEN,Kenya
Food Inflation,2010-10-31,5.63,KEN,Kenya
Food Inflation,2010-11-30,6.71,KEN,Kenya
Food Inflation,2010-12-31,7.84,KEN,Kenya
Food Inflation,2011-01-31,8.56,KEN,Kenya
Food Inflation,2011-02-28,9.82,KEN,Kenya
Food Inflation,2011-03-31,15.09,KEN,Kenya
Food Inflation,2011-04-30,19.14,KEN,Kenya
Food Inflation,2011-05-31,20.12,KEN,Kenya
Food Inflation,2011-06-30,22.52,KEN,Kenya
Food Inflation,2011-07-31,24.02,KEN,Kenya
Food Inflation,2011-08-31,23.86,KEN,Kenya
Food Inflation,2011-09-30,24.37,KEN,Kenya
Food Inflation,2011-10-31,26.2,KEN,Kenya
Food Inflation,2011-11-30,26.2,KEN,Kenya
Food Inflation,2011-12-31,24.98,KEN,Kenya
Food Inflation,2012-01-31,24.58,KEN,Kenya
Food Inflation,2012-02-29,22.05,KEN,Kenya
Food Inflation,2012-03-31,20.31,KEN,Kenya
Food Inflation,2012-04-30,16.24,KEN,Kenya
Food Inflation,2012-05-31,14.58,KEN,Kenya
Food Inflation,2012-06-30,10.53,KEN,Kenya
Food Inflation,2012-07-31,6.63,KEN,Kenya
Food Inflation,2012-08-31,3.62,KEN,Kenya
Food Inflation,2012-09-30,2.91,KEN,Kenya
Food Inflation,2012-10-31,1.44,KEN,Kenya
Food Inflation,2012-11-30,1.74,KEN,Kenya
Food Inflation,2012-12-31,1.73,KEN,Kenya
Food Inflation,2013-01-31,2.4,KEN,Kenya
Food Inflation,2013-02-28,4.03,KEN,Kenya
Food Inflation,2013-03-31,2.93,KEN,Kenya
Food Inflation,2013-04-30,3.57,KEN,Kenya
Food Inflation,2013-05-31,4.28,KEN,Kenya
Food Inflation,2013-06-30,12.98,KEN,Kenya
Food Inflation,2013-07-31,8.44,KEN,Kenya
Food Inflation,2013-08-31,9.74,KEN,Kenya
Food Inflation,2013-09-30,12.55,KEN,Kenya
Food Inflation,2013-10-31,12.03,KEN,Kenya
Food Inflation,2013-11-30,10.66,KEN,Kenya
Food Inflation,2013-12-31,10.41,KEN,Kenya
Food Inflation,2014-01-31,10.14,KEN,Kenya
Food Inflation,2014-02-28,9.14,KEN,Kenya
Food Inflation,2014-03-31,8.29,KEN,Kenya
Food Inflation,2014-04-30,8.09,KEN,Kenya
Food Inflation,2014-05-31,8.89,KEN,Kenya
Food Inflation,2014-06-30,8.41,KEN,Kenya
Food Inflation,2014-07-31,9.06,KEN,Kenya
Food Inflation,2014-08-31,10.85,KEN,Kenya
Food Inflation,2014-09-30,8.4,KEN,Kenya
Food Inflation,2014-10-31,8.16,KEN,Kenya
Food Inflation,2014-11-30,7.54,KEN,Kenya
Food Inflation,2014-12-31,7.71,KEN,Kenya
Food Inflation,2015-01-31,7.67,KEN,Kenya
Food Inflation,2015-02-28,8.7,KEN,Kenya
Food Inflation,2015-03-31,10.96,KEN,Kenya
Food Inflation,2015-04-30,13.42,KEN,Kenya
Food Inflation,2015-05-31,13.2,KEN,Kenya
Food Inflation,2015-06-30,13.39,KEN,Kenya
Food Inflation,2015-07-31,12.14,KEN,Kenya
Food Inflation,2015-08-31,9.93,KEN,Kenya
Food Inflation,2015-09-30,9.81,KEN,Kenya
Food Inflation,2015-10-31,11.27,KEN,Kenya
Food Inflation,2015-11-30,12.67,KEN,Kenya
Food Inflation,2015-12-31,13.26,KEN,Kenya
Food Inflation,2016-01-31,12.71,KEN,Kenya
Food Inflation,2016-02-29,10.77,KEN,Kenya
Food Inflation,2016-03-31,9.41,KEN,Kenya
Food Inflation,2016-04-30,6.84,KEN,Kenya
Food Inflation,2016-05-31,6.58,KEN,Kenya
Food Inflation,2016-06-30,8.89,KEN,Kenya
Food Inflation,2016-07-31,10.78,KEN,Kenya
Food Inflation,2016-08-31,10.85,KEN,Kenya
Food Inflation,2016-09-30,10.94,KEN,Kenya
Food Inflation,2016-10-31,11.03,KEN,Kenya
Food Inflation,2016-11-30,11.13,KEN,Kenya
Food Inflation,2016-12-31,11.22,KEN,Kenya
Food Inflation,2017-01-31,12.54,KEN,Kenya
Food Inflation,2017-02-28,16.5,KEN,Kenya
Food Inflation,2017-03-31,18.56,KEN,Kenya
Food Inflation,2017-04-30,20.98,KEN,Kenya
Food Inflation,2017-05-31,21.52,KEN,Kenya
Food Inflation,2017-06-30,15.81,KEN,Kenya
Food Inflation,2017-07-31,12.19,KEN,Kenya
Food Inflation,2017-08-31,13.57,KEN,Kenya
Food Inflation,2017-09-30,11.5,KEN,Kenya
Food Inflation,2017-10-31,8.47,KEN,Kenya
Food Inflation,2017-11-30,5.79,KEN,Kenya
Food Inflation,2017-12-31,4.68,KEN,Kenya
Food Inflation,2018-01-31,4.71,KEN,Kenya
Food Inflation,2018-02-28,3.83,KEN,Kenya
Food Inflation,2018-03-31,2.19,KEN,Kenya
Food Inflation,2018-04-30,0.26,KEN,Kenya
Food Inflation,2018-05-31,0.34,KEN,Kenya
Food Inflation,2018-06-30,0.9,KEN,Kenya
Food Inflation,2018-07-31,0.53,KEN,Kenya
Food Inflation,2018-08-31,-1.15,KEN,Kenya
