indicator,date,value,iso_code,country_name
Food Inflation,1998-03-31,0.75,CYM,Cayman Islands
Food Inflation,1998-06-30,0.75,CYM,Cayman Islands
Food Inflation,1998-09-30,1.78,CYM,Cayman Islands
Food Inflation,1998-12-31,2.52,CYM,Cayman Islands
Food Inflation,1999-03-31,3.43,CYM,Cayman Islands
Food Inflation,1999-06-30,1.77,CYM,Cayman Islands
Food Inflation,1999-09-30,2.21,CYM,Cayman Islands
Food Inflation,1999-12-31,0.73,CYM,Cayman Islands
Food Inflation,2000-03-31,0.09,CYM,Cayman Islands
Food Inflation,2000-06-30,3.02,CYM,Cayman Islands
Food Inflation,2000-09-30,0.63,CYM,Cayman Islands
Food Inflation,2000-12-31,2.98,CYM,Cayman Islands
Food Inflation,2001-03-31,2.42,CYM,Cayman Islands
Food Inflation,2001-06-30,4.35,CYM,Cayman Islands
Food Inflation,2001-09-30,4.83,CYM,Cayman Islands
Food Inflation,2001-12-31,2.28,CYM,Cayman Islands
Food Inflation,2002-03-31,1.84,CYM,Cayman Islands
Food Inflation,2002-06-30,0.77,CYM,Cayman Islands
Food Inflation,2002-09-30,2.47,CYM,Cayman Islands
Food Inflation,2002-12-31,3.6,CYM,Cayman Islands
Food Inflation,2003-03-31,4.81,CYM,Cayman Islands
Food Inflation,2003-06-30,3.12,CYM,Cayman Islands
Food Inflation,2003-09-30,1.66,CYM,Cayman Islands
Food Inflation,2003-12-31,3.39,CYM,Cayman Islands
Food Inflation,2004-03-31,3.11,CYM,Cayman Islands
Food Inflation,2004-06-30,4.01,CYM,Cayman Islands
Food Inflation,2004-09-30,5.97,CYM,Cayman Islands
Food Inflation,2004-12-31,4.24,CYM,Cayman Islands
Food Inflation,2005-03-31,3.34,CYM,Cayman Islands
Food Inflation,2005-06-30,4.33,CYM,Cayman Islands
Food Inflation,2005-09-30,1.7,CYM,Cayman Islands
Food Inflation,2005-12-31,1.69,CYM,Cayman Islands
Food Inflation,2006-03-31,2.69,CYM,Cayman Islands
Food Inflation,2006-06-30,0.38,CYM,Cayman Islands
Food Inflation,2006-09-30,3.19,CYM,Cayman Islands
Food Inflation,2006-12-31,4.45,CYM,Cayman Islands
Food Inflation,2007-03-31,4.72,CYM,Cayman Islands
Food Inflation,2007-06-30,7.21,CYM,Cayman Islands
Food Inflation,2007-09-30,4.64,CYM,Cayman Islands
Food Inflation,2007-12-31,4.19,CYM,Cayman Islands
Food Inflation,2008-03-31,3.5,CYM,Cayman Islands
Food Inflation,2008-06-30,3.64,CYM,Cayman Islands
Food Inflation,2008-09-30,7.67,CYM,Cayman Islands
Food Inflation,2008-12-31,7.49,CYM,Cayman Islands
Food Inflation,2009-03-31,-26.86,CYM,Cayman Islands
Food Inflation,2009-06-30,-27.72,CYM,Cayman Islands
Food Inflation,2009-09-30,-31.03,CYM,Cayman Islands
Food Inflation,2009-12-31,-32.19,CYM,Cayman Islands
Food Inflation,2010-03-31,1.51,CYM,Cayman Islands
Food Inflation,2010-06-30,3.46,CYM,Cayman Islands
Food Inflation,2010-09-30,3.5,CYM,Cayman Islands
Food Inflation,2010-12-31,3.33,CYM,Cayman Islands
Food Inflation,2011-03-31,2.7,CYM,Cayman Islands
Food Inflation,2011-06-30,1.63,CYM,Cayman Islands
Food Inflation,2011-09-30,3.93,CYM,Cayman Islands
Food Inflation,2011-12-31,5.62,CYM,Cayman Islands
Food Inflation,2012-03-31,5.34,CYM,Cayman Islands
Food Inflation,2012-06-30,3.83,CYM,Cayman Islands
Food Inflation,2012-09-30,4.14,CYM,Cayman Islands
Food Inflation,2012-12-31,3.75,CYM,Cayman Islands
Food Inflation,2013-03-31,3.27,CYM,Cayman Islands
Food Inflation,2013-06-30,3.68,CYM,Cayman Islands
Food Inflation,2013-09-30,3.04,CYM,Cayman Islands
Food Inflation,2013-12-31,3.11,CYM,Cayman Islands
Food Inflation,2014-03-31,2.5,CYM,Cayman Islands
